"id","chrono","period"
"M0290","LgK","p4.4"
"M0291","LgK","p4.8"
"M0291","LgK","p4.6"
"M0291","LgK","p4.4"
"M0291","ENE","p4.4"
"M0291","ENE","p4.2"
"M0291","ENE","p4.0"
"M0292","LgK","p4.8"
"M0292","LgK","p4.6"
"M0292","LgK","p4.4"
"M0293","LgK","p4.8"
"M0293","LgK","p4.6"
"M0293","LgK","p4.4"
"M0294","LgK","p4.8"
"M0294","LgK","p4.6"
"M0294","LgK","p4.4"
"M0295","LgK","p4.8"
"M0295","LgK","p4.6"
"M0295","LgK","p4.4"
"M0296","LgK","p4.8"
"M0296","LgK","p4.6"
"M0296","LgK","p4.4"
"M0297","LgK","p4.8"
"M0297","LgK","p4.6"
"M0297","LgK","p4.4"
"M0298","SBK","p5.0"
"M0298","SBK","p4.8"
"M0299","LgK","p4.8"
"M0299","LgK","p4.6"
"M0299","LgK","p4.4"
"M0300","LgK","p4.8"
"M0300","LgK","p4.6"
"M0300","LgK","p4.4"
"M0302","SBK","p5.0"
"M0302","SBK","p4.8"
"M0302","LgK","p4.8"
"M0302","LgK","p4.6"
"M0302","LgK","p4.4"
"M0302","TRB","p3.8"
"M0302","TRB","p3.6"
"M0302","TRB","p3.4"
"M0303","LgK","p4.8"
"M0303","LgK","p4.6"
"M0303","LgK","p4.4"
"M0304","LgK","p4.8"
"M0304","LgK","p4.6"
"M0304","LgK","p4.4"
"M0305","LgK","p4.8"
"M0305","LgK","p4.6"
"M0305","LgK","p4.4"
"M0306","LgK","p4.8"
"M0306","LgK","p4.6"
"M0306","LgK","p4.4"
"M0307","TRB","p3.8"
"M0307","TRB","p3.6"
"M0307","TRB","p3.4"
"M0308","LgK","p4.8"
"M0308","LgK","p4.6"
"M0308","LgK","p4.4"
"M0309","LgK","p4.8"
"M0309","LgK","p4.6"
"M0309","LgK","p4.4"
"M0309","ENE","p4.4"
"M0309","ENE","p4.2"
"M0309","ENE","p4.0"
"M0309","TRB","p3.8"
"M0309","TRB","p3.6"
"M0309","TRB","p3.4"
"M0310","LgK","p4.8"
"M0310","LgK","p4.6"
"M0310","LgK","p4.4"
"M0311","LgK","p4.8"
"M0311","LgK","p4.6"
"M0311","LgK","p4.4"
"M0312","LgK","p4.8"
"M0312","LgK","p4.6"
"M0312","LgK","p4.4"
"M0313","LgK","p4.8"
"M0313","LgK","p4.6"
"M0313","LgK","p4.4"
"M0313","TRB","p3.8"
"M0313","TRB","p3.6"
"M0313","TRB","p3.4"
"M0315","LgK","p4.8"
"M0315","LgK","p4.6"
"M0315","LgK","p4.4"
"M0316","LgK","p4.8"
"M0316","LgK","p4.6"
"M0316","LgK","p4.4"
"M0317","LgK","p4.8"
"M0317","LgK","p4.6"
"M0317","LgK","p4.4"
"M0318","LgK","p4.8"
"M0318","LgK","p4.6"
"M0318","LgK","p4.4"
"M0319","LgK","p4.8"
"M0319","LgK","p4.6"
"M0319","LgK","p4.4"
"M0320","SBK","p5.0"
"M0320","SBK","p4.8"
"M0320","LgK","p4.8"
"M0320","LgK","p4.6"
"M0320","LgK","p4.4"
"M0320","ENE","p4.4"
"M0320","ENE","p4.2"
"M0320","ENE","p4.0"
"M0320","TRB","p3.8"
"M0320","TRB","p3.6"
"M0320","TRB","p3.4"
"M0321","LgK","p4.8"
"M0321","LgK","p4.6"
"M0321","LgK","p4.4"
"M0322","LgK","p4.8"
"M0322","LgK","p4.6"
"M0322","LgK","p4.4"
"M0323","LgK","p4.8"
"M0323","LgK","p4.6"
"M0323","LgK","p4.4"
"M0324","LgK","p4.8"
"M0324","LgK","p4.6"
"M0324","LgK","p4.4"
"M0325","LgK","p4.8"
"M0325","LgK","p4.6"
"M0325","LgK","p4.4"
"M0326","LgK","p4.8"
"M0326","LgK","p4.6"
"M0326","LgK","p4.4"
"M0326","TRB","p3.8"
"M0326","TRB","p3.6"
"M0326","TRB","p3.4"
"M0327","TRB","p3.8"
"M0327","TRB","p3.6"
"M0327","TRB","p3.4"
"M0328","LgK","p4.8"
"M0328","LgK","p4.6"
"M0328","LgK","p4.4"
"M0329","LgK","p4.8"
"M0329","LgK","p4.6"
"M0329","LgK","p4.4"
"M0330","TRB","p3.8"
"M0330","TRB","p3.6"
"M0330","TRB","p3.4"
"M0331","LgK","p4.8"
"M0331","LgK","p4.6"
"M0331","LgK","p4.4"
"M0332","SBK","p5.0"
"M0332","SBK","p4.8"
"M0332","LgK","p4.8"
"M0332","LgK","p4.6"
"M0332","LgK","p4.4"
"M0333","LgK","p4.8"
"M0333","LgK","p4.6"
"M0333","LgK","p4.4"
"M0333","TRB","p3.8"
"M0333","TRB","p3.6"
"M0333","TRB","p3.4"
"M0334","LgK","p4.8"
"M0334","LgK","p4.6"
"M0334","LgK","p4.4"
"M0334","ENE","p4.4"
"M0334","ENE","p4.2"
"M0334","ENE","p4.0"
"M0335","LgK","p4.8"
"M0335","LgK","p4.6"
"M0335","LgK","p4.4"
"M0336","TRB","p3.8"
"M0336","TRB","p3.6"
"M0336","TRB","p3.4"
"M0337","LgK","p4.8"
"M0337","LgK","p4.6"
"M0337","LgK","p4.4"
"M0338","LgK","p4.8"
"M0338","LgK","p4.6"
"M0338","LgK","p4.4"
"M0339","TRB","p3.8"
"M0339","TRB","p3.6"
"M0339","TRB","p3.4"
"M0340","SBK","p5.0"
"M0340","SBK","p4.8"
"M0340","LgK","p4.8"
"M0340","LgK","p4.6"
"M0340","LgK","p4.4"
"M0340","ENE","p4.4"
"M0340","ENE","p4.2"
"M0340","ENE","p4.0"
"M0340","TRB","p3.8"
"M0340","TRB","p3.6"
"M0340","TRB","p3.4"
"M0341","LgK","p4.8"
"M0341","LgK","p4.6"
"M0341","LgK","p4.4"
"M0341","ENE","p4.4"
"M0341","ENE","p4.2"
"M0341","ENE","p4.0"
"M0341","TRB","p3.8"
"M0341","TRB","p3.6"
"M0341","TRB","p3.4"
"M0342","LgK","p4.8"
"M0342","LgK","p4.6"
"M0342","LgK","p4.4"
"M0343","SBK","p5.0"
"M0343","SBK","p4.8"
"M0343","LgK","p4.8"
"M0343","LgK","p4.6"
"M0343","LgK","p4.4"
"M0343","TRB","p3.8"
"M0343","TRB","p3.6"
"M0343","TRB","p3.4"
"M0344","LgK","p4.8"
"M0344","LgK","p4.6"
"M0344","LgK","p4.4"
"M0344","ENE","p4.4"
"M0344","ENE","p4.2"
"M0344","ENE","p4.0"
"M0345","LgK","p4.8"
"M0345","LgK","p4.6"
"M0345","LgK","p4.4"
"M0346","LgK","p4.8"
"M0346","LgK","p4.6"
"M0346","LgK","p4.4"
"M0347","LgK","p4.8"
"M0347","LgK","p4.6"
"M0347","LgK","p4.4"
"M0348","LgK","p4.8"
"M0348","LgK","p4.6"
"M0348","LgK","p4.4"
"M0349","LgK","p4.8"
"M0349","LgK","p4.6"
"M0349","LgK","p4.4"
"M0350","LgK","p4.8"
"M0350","LgK","p4.6"
"M0350","LgK","p4.4"
"M0351","LgK","p4.8"
"M0351","LgK","p4.6"
"M0351","LgK","p4.4"
"M0352","LgK","p4.8"
"M0352","LgK","p4.6"
"M0352","LgK","p4.4"
"M0352","ENE","p4.4"
"M0352","ENE","p4.2"
"M0352","ENE","p4.0"
"M0352","TRB","p3.8"
"M0352","TRB","p3.6"
"M0352","TRB","p3.4"
"M0353","LgK","p4.8"
"M0353","LgK","p4.6"
"M0353","LgK","p4.4"
"M0354","LgK","p4.8"
"M0354","LgK","p4.6"
"M0354","LgK","p4.4"
"M0355","LgK","p4.8"
"M0355","LgK","p4.6"
"M0355","LgK","p4.4"
"M0356","LgK","p4.8"
"M0356","LgK","p4.6"
"M0356","LgK","p4.4"
"M0357","LgK","p4.8"
"M0357","LgK","p4.6"
"M0357","LgK","p4.4"
"M0358","LgK","p4.8"
"M0358","LgK","p4.6"
"M0358","LgK","p4.4"
"M0359","LgK","p4.8"
"M0359","LgK","p4.6"
"M0359","LgK","p4.4"
"M0360","LgK","p4.8"
"M0360","LgK","p4.6"
"M0360","LgK","p4.4"
"M0361","TRB","p3.8"
"M0361","TRB","p3.6"
"M0361","TRB","p3.4"
"M0362","SBK","p5.0"
"M0362","SBK","p4.8"
"M0362","LgK","p4.8"
"M0362","LgK","p4.6"
"M0362","LgK","p4.4"
"M0363","LgK","p4.8"
"M0363","LgK","p4.6"
"M0363","LgK","p4.4"
"M0364","SBK","p5.0"
"M0364","SBK","p4.8"
"M0364","LgK","p4.8"
"M0364","LgK","p4.6"
"M0364","LgK","p4.4"
"M0365","LgK","p4.8"
"M0365","LgK","p4.6"
"M0365","LgK","p4.4"
"M0366","LgK","p4.8"
"M0366","LgK","p4.6"
"M0366","LgK","p4.4"
"M0366","ENE","p4.4"
"M0366","ENE","p4.2"
"M0366","ENE","p4.0"
"M0367","LgK","p4.8"
"M0367","LgK","p4.6"
"M0367","LgK","p4.4"
"M0368","SBK","p5.0"
"M0368","SBK","p4.8"
"M0369","LgK","p4.8"
"M0369","LgK","p4.6"
"M0369","LgK","p4.4"
"M0370","LgK","p4.8"
"M0370","LgK","p4.6"
"M0370","LgK","p4.4"
"M0371","LgK","p4.8"
"M0371","LgK","p4.6"
"M0371","LgK","p4.4"
"M0372","LgK","p4.8"
"M0372","LgK","p4.6"
"M0372","LgK","p4.4"
"M0373","TRB","p3.8"
"M0373","TRB","p3.6"
"M0373","TRB","p3.4"
"M0374","SBK","p5.0"
"M0374","SBK","p4.8"
"M0374","LgK","p4.8"
"M0374","LgK","p4.6"
"M0374","LgK","p4.4"
"M0375","LgK","p4.8"
"M0375","LgK","p4.6"
"M0375","LgK","p4.4"
"M0376","LgK","p4.8"
"M0376","LgK","p4.6"
"M0376","LgK","p4.4"
"M0377","LgK","p4.8"
"M0377","LgK","p4.6"
"M0377","LgK","p4.4"
"M0378","LgK","p4.8"
"M0378","LgK","p4.6"
"M0378","LgK","p4.4"
"M0379","LgK","p4.8"
"M0379","LgK","p4.6"
"M0379","LgK","p4.4"
"M0380","LgK","p4.8"
"M0380","LgK","p4.6"
"M0380","LgK","p4.4"
"M0381","LgK","p4.8"
"M0381","LgK","p4.6"
"M0381","LgK","p4.4"
"M0382","LgK","p4.8"
"M0382","LgK","p4.6"
"M0382","LgK","p4.4"
"M0382","ENE","p4.4"
"M0382","ENE","p4.2"
"M0382","ENE","p4.0"
"M0383","LgK","p4.8"
"M0383","LgK","p4.6"
"M0383","LgK","p4.4"
"M0384","LgK","p4.8"
"M0384","LgK","p4.6"
"M0384","LgK","p4.4"
"M0385","SBK","p5.0"
"M0385","SBK","p4.8"
"M0386","LgK","p4.8"
"M0386","LgK","p4.6"
"M0386","LgK","p4.4"
"M0387","LgK","p4.8"
"M0387","LgK","p4.6"
"M0387","LgK","p4.4"
"M0388","LgK","p4.8"
"M0388","LgK","p4.6"
"M0388","LgK","p4.4"
"M0388","ENE","p4.4"
"M0388","ENE","p4.2"
"M0388","ENE","p4.0"
"M0388","TRB","p3.8"
"M0388","TRB","p3.6"
"M0388","TRB","p3.4"
"M0389","LgK","p4.8"
"M0389","LgK","p4.6"
"M0389","LgK","p4.4"
"M0390","LgK","p4.8"
"M0390","LgK","p4.6"
"M0390","LgK","p4.4"
"M0391","LgK","p4.8"
"M0391","LgK","p4.6"
"M0391","LgK","p4.4"
"M0391","TRB","p3.8"
"M0391","TRB","p3.6"
"M0391","TRB","p3.4"
"M0392","TRB","p3.8"
"M0392","TRB","p3.6"
"M0392","TRB","p3.4"
"M0393","LgK","p4.8"
"M0393","LgK","p4.6"
"M0393","LgK","p4.4"
"M0394","LgK","p4.8"
"M0394","LgK","p4.6"
"M0394","LgK","p4.4"
"M0395","LgK","p4.8"
"M0395","LgK","p4.6"
"M0395","LgK","p4.4"
"M0396","LgK","p4.8"
"M0396","LgK","p4.6"
"M0396","LgK","p4.4"
"M0397","LgK","p4.8"
"M0397","LgK","p4.6"
"M0397","LgK","p4.4"
"M0398","LgK","p4.8"
"M0398","LgK","p4.6"
"M0398","LgK","p4.4"
"M0399","LgK","p4.8"
"M0399","LgK","p4.6"
"M0399","LgK","p4.4"
"M0400","TRB","p3.8"
"M0400","TRB","p3.6"
"M0400","TRB","p3.4"
"M0401","LgK","p4.8"
"M0401","LgK","p4.6"
"M0401","LgK","p4.4"
"M0401","ENE","p4.4"
"M0401","ENE","p4.2"
"M0401","ENE","p4.0"
"M0401","TRB","p3.8"
"M0401","TRB","p3.6"
"M0401","TRB","p3.4"
"M0402","SBK","p5.0"
"M0402","SBK","p4.8"
"M0403","LgK","p4.8"
"M0403","LgK","p4.6"
"M0403","LgK","p4.4"
"M0404","LgK","p4.8"
"M0404","LgK","p4.6"
"M0404","LgK","p4.4"
"M0405","LgK","p4.8"
"M0405","LgK","p4.6"
"M0405","LgK","p4.4"
"M0406","LgK","p4.8"
"M0406","LgK","p4.6"
"M0406","LgK","p4.4"
"M0407","LgK","p4.8"
"M0407","LgK","p4.6"
"M0407","LgK","p4.4"
"M0408","LgK","p4.8"
"M0408","LgK","p4.6"
"M0408","LgK","p4.4"
"M0409","LgK","p4.8"
"M0409","LgK","p4.6"
"M0409","LgK","p4.4"
"M0410","LgK","p4.8"
"M0410","LgK","p4.6"
"M0410","LgK","p4.4"
"M0411","SBK","p5.0"
"M0411","SBK","p4.8"
"M0412","TRB","p3.8"
"M0412","TRB","p3.6"
"M0412","TRB","p3.4"
"M0413","SBK","p5.0"
"M0413","SBK","p4.8"
"M0413","LgK","p4.8"
"M0413","LgK","p4.6"
"M0413","LgK","p4.4"
"M0414","TRB","p3.8"
"M0414","TRB","p3.6"
"M0414","TRB","p3.4"
"M0415","SBK","p5.0"
"M0415","SBK","p4.8"
"M0416","LgK","p4.8"
"M0416","LgK","p4.6"
"M0416","LgK","p4.4"
"M0417","SBK","p5.0"
"M0417","SBK","p4.8"
"M0417","LgK","p4.8"
"M0417","LgK","p4.6"
"M0417","LgK","p4.4"
"M0418","SBK","p5.0"
"M0418","SBK","p4.8"
"M0418","LgK","p4.8"
"M0418","LgK","p4.6"
"M0418","LgK","p4.4"
"M0419","LgK","p4.8"
"M0419","LgK","p4.6"
"M0419","LgK","p4.4"
"M0420","SBK","p5.0"
"M0420","SBK","p4.8"
"M0421","LgK","p4.8"
"M0421","LgK","p4.6"
"M0421","LgK","p4.4"
"M0421","ENE","p4.4"
"M0421","ENE","p4.2"
"M0421","ENE","p4.0"
"M0421","TRB","p3.8"
"M0421","TRB","p3.6"
"M0421","TRB","p3.4"
"M0422","SBK","p5.0"
"M0422","SBK","p4.8"
"M0422","LgK","p4.8"
"M0422","LgK","p4.6"
"M0422","LgK","p4.4"
"M0423","TRB","p3.8"
"M0423","TRB","p3.6"
"M0423","TRB","p3.4"
"M0424","TRB","p3.8"
"M0424","TRB","p3.6"
"M0424","TRB","p3.4"
"M0425","LgK","p4.8"
"M0425","LgK","p4.6"
"M0425","LgK","p4.4"
"M0425","ENE","p4.4"
"M0425","ENE","p4.2"
"M0425","ENE","p4.0"
"M0426","LgK","p4.8"
"M0426","LgK","p4.6"
"M0426","LgK","p4.4"
"M0427","LgK","p4.8"
"M0427","LgK","p4.6"
"M0427","LgK","p4.4"
"M0428","LgK","p4.8"
"M0428","LgK","p4.6"
"M0428","LgK","p4.4"
"M0429","LgK","p4.8"
"M0429","LgK","p4.6"
"M0429","LgK","p4.4"
"M0430","TRB","p3.8"
"M0430","TRB","p3.6"
"M0430","TRB","p3.4"
"M0431","LgK","p4.8"
"M0431","LgK","p4.6"
"M0431","LgK","p4.4"
"M0432","LgK","p4.8"
"M0432","LgK","p4.6"
"M0432","LgK","p4.4"
"M0433","LgK","p4.8"
"M0433","LgK","p4.6"
"M0433","LgK","p4.4"
"M0434","LgK","p4.8"
"M0434","LgK","p4.6"
"M0434","LgK","p4.4"
"M0435","LgK","p4.8"
"M0435","LgK","p4.6"
"M0435","LgK","p4.4"
"M0436","LgK","p4.8"
"M0436","LgK","p4.6"
"M0436","LgK","p4.4"
"M0437","LgK","p4.8"
"M0437","LgK","p4.6"
"M0437","LgK","p4.4"
"M0438","LgK","p4.8"
"M0438","LgK","p4.6"
"M0438","LgK","p4.4"
"M0438","TRB","p3.8"
"M0438","TRB","p3.6"
"M0438","TRB","p3.4"
"M0439","LgK","p4.8"
"M0439","LgK","p4.6"
"M0439","LgK","p4.4"
"M0440","LgK","p4.8"
"M0440","LgK","p4.6"
"M0440","LgK","p4.4"
"M0441","LgK","p4.8"
"M0441","LgK","p4.6"
"M0441","LgK","p4.4"
"M0442","LgK","p4.8"
"M0442","LgK","p4.6"
"M0442","LgK","p4.4"
"M0442","ENE","p4.4"
"M0442","ENE","p4.2"
"M0442","ENE","p4.0"
"M0443","TRB","p3.8"
"M0443","TRB","p3.6"
"M0443","TRB","p3.4"
"M0444","LgK","p4.8"
"M0444","LgK","p4.6"
"M0444","LgK","p4.4"
"M0445","LgK","p4.8"
"M0445","LgK","p4.6"
"M0445","LgK","p4.4"
"M0445","ENE","p4.4"
"M0445","ENE","p4.2"
"M0445","ENE","p4.0"
"M0446","LgK","p4.8"
"M0446","LgK","p4.6"
"M0446","LgK","p4.4"
"M0446","ENE","p4.4"
"M0446","ENE","p4.2"
"M0446","ENE","p4.0"
"M0447","LgK","p4.8"
"M0447","LgK","p4.6"
"M0447","LgK","p4.4"
"M0447","ENE","p4.4"
"M0447","ENE","p4.2"
"M0447","ENE","p4.0"
"M0448","LgK","p4.8"
"M0448","LgK","p4.6"
"M0448","LgK","p4.4"
"M0449","LgK","p4.8"
"M0449","LgK","p4.6"
"M0449","LgK","p4.4"
"M0450","LgK","p4.8"
"M0450","LgK","p4.6"
"M0450","LgK","p4.4"
"M0451","LgK","p4.8"
"M0451","LgK","p4.6"
"M0451","LgK","p4.4"
"M0452","LgK","p4.8"
"M0452","LgK","p4.6"
"M0452","LgK","p4.4"
"M0453","LgK","p4.8"
"M0453","LgK","p4.6"
"M0453","LgK","p4.4"
"M0454","LgK","p4.8"
"M0454","LgK","p4.6"
"M0454","LgK","p4.4"
"M0455","LgK","p4.8"
"M0455","LgK","p4.6"
"M0455","LgK","p4.4"
"M0456","LgK","p4.8"
"M0456","LgK","p4.6"
"M0456","LgK","p4.4"
"M0457","LgK","p4.8"
"M0457","LgK","p4.6"
"M0457","LgK","p4.4"
"M0458","LgK","p4.8"
"M0458","LgK","p4.6"
"M0458","LgK","p4.4"
"M0459","LgK","p4.8"
"M0459","LgK","p4.6"
"M0459","LgK","p4.4"
"M0460","LgK","p4.8"
"M0460","LgK","p4.6"
"M0460","LgK","p4.4"
"M0461","LgK","p4.8"
"M0461","LgK","p4.6"
"M0461","LgK","p4.4"
"M0462","LgK","p4.8"
"M0462","LgK","p4.6"
"M0462","LgK","p4.4"
"M0463","LgK","p4.8"
"M0463","LgK","p4.6"
"M0463","LgK","p4.4"
"M0463","TRB","p3.8"
"M0463","TRB","p3.6"
"M0463","TRB","p3.4"
"M0464","LgK","p4.8"
"M0464","LgK","p4.6"
"M0464","LgK","p4.4"
"M0465","LgK","p4.8"
"M0465","LgK","p4.6"
"M0465","LgK","p4.4"
"M0466","SBK","p5.0"
"M0466","SBK","p4.8"
"M0468","LgK","p4.8"
"M0468","LgK","p4.6"
"M0468","LgK","p4.4"
"M0469","LgK","p4.8"
"M0469","LgK","p4.6"
"M0469","LgK","p4.4"
"M0470","TRB","p3.8"
"M0470","TRB","p3.6"
"M0470","TRB","p3.4"
"M0471","LgK","p4.8"
"M0471","LgK","p4.6"
"M0471","LgK","p4.4"
"M0472","LgK","p4.8"
"M0472","LgK","p4.6"
"M0472","LgK","p4.4"
"M0473","LgK","p4.8"
"M0473","LgK","p4.6"
"M0473","LgK","p4.4"
"M0474","LgK","p4.8"
"M0474","LgK","p4.6"
"M0474","LgK","p4.4"
"M0475","LgK","p4.8"
"M0475","LgK","p4.6"
"M0475","LgK","p4.4"
"M0476","LgK","p4.8"
"M0476","LgK","p4.6"
"M0476","LgK","p4.4"
"M0477","LgK","p4.8"
"M0477","LgK","p4.6"
"M0477","LgK","p4.4"
"M0478","LgK","p4.8"
"M0478","LgK","p4.6"
"M0478","LgK","p4.4"
"M0479","LgK","p4.8"
"M0479","LgK","p4.6"
"M0479","LgK","p4.4"
"M0479","TRB","p3.8"
"M0479","TRB","p3.6"
"M0479","TRB","p3.4"
"M0480","LgK","p4.8"
"M0480","LgK","p4.6"
"M0480","LgK","p4.4"
"M0481","SBK","p5.0"
"M0481","SBK","p4.8"
"M0481","LgK","p4.8"
"M0481","LgK","p4.6"
"M0481","LgK","p4.4"
"M0482","LgK","p4.8"
"M0482","LgK","p4.6"
"M0482","LgK","p4.4"
"M0483","LgK","p4.8"
"M0483","LgK","p4.6"
"M0483","LgK","p4.4"
"M0484","LgK","p4.8"
"M0484","LgK","p4.6"
"M0484","LgK","p4.4"
"M0485","LgK","p4.8"
"M0485","LgK","p4.6"
"M0485","LgK","p4.4"
"M0486","LgK","p4.8"
"M0486","LgK","p4.6"
"M0486","LgK","p4.4"
"M0487","LgK","p4.8"
"M0487","LgK","p4.6"
"M0487","LgK","p4.4"
"M0488","LgK","p4.8"
"M0488","LgK","p4.6"
"M0488","LgK","p4.4"
"M0489","LgK","p4.8"
"M0489","LgK","p4.6"
"M0489","LgK","p4.4"
"M0490","LgK","p4.8"
"M0490","LgK","p4.6"
"M0490","LgK","p4.4"
"M0491","LgK","p4.8"
"M0491","LgK","p4.6"
"M0491","LgK","p4.4"
"M0492","TRB","p3.8"
"M0492","TRB","p3.6"
"M0492","TRB","p3.4"
"M0493","TRB","p3.8"
"M0493","TRB","p3.6"
"M0493","TRB","p3.4"
"M0494","LgK","p4.8"
"M0494","LgK","p4.6"
"M0494","LgK","p4.4"
"M0495","LgK","p4.8"
"M0495","LgK","p4.6"
"M0495","LgK","p4.4"
"M0496","LgK","p4.8"
"M0496","LgK","p4.6"
"M0496","LgK","p4.4"
"M0497","LgK","p4.8"
"M0497","LgK","p4.6"
"M0497","LgK","p4.4"
"M0498","LgK","p4.8"
"M0498","LgK","p4.6"
"M0498","LgK","p4.4"
"M0499","SBK","p5.0"
"M0499","SBK","p4.8"
"M0500","LgK","p4.8"
"M0500","LgK","p4.6"
"M0500","LgK","p4.4"
"M0500","TRB","p3.8"
"M0500","TRB","p3.6"
"M0500","TRB","p3.4"
"M0501","LgK","p4.8"
"M0501","LgK","p4.6"
"M0501","LgK","p4.4"
"M0502","SBK","p5.0"
"M0502","SBK","p4.8"
"M0502","LgK","p4.8"
"M0502","LgK","p4.6"
"M0502","LgK","p4.4"
"M0503","LgK","p4.8"
"M0503","LgK","p4.6"
"M0503","LgK","p4.4"
"M0504","LgK","p4.8"
"M0504","LgK","p4.6"
"M0504","LgK","p4.4"
"M0505","LgK","p4.8"
"M0505","LgK","p4.6"
"M0505","LgK","p4.4"
"M0506","LgK","p4.8"
"M0506","LgK","p4.6"
"M0506","LgK","p4.4"
"M0507","LgK","p4.8"
"M0507","LgK","p4.6"
"M0507","LgK","p4.4"
"M0508","LgK","p4.8"
"M0508","LgK","p4.6"
"M0508","LgK","p4.4"
"M0509","LgK","p4.8"
"M0509","LgK","p4.6"
"M0509","LgK","p4.4"
"M0509","TRB","p3.8"
"M0509","TRB","p3.6"
"M0509","TRB","p3.4"
"M0510","LgK","p4.8"
"M0510","LgK","p4.6"
"M0510","LgK","p4.4"
"M0511","LgK","p4.8"
"M0511","LgK","p4.6"
"M0511","LgK","p4.4"
"M0512","LgK","p4.8"
"M0512","LgK","p4.6"
"M0512","LgK","p4.4"
"M0512","ENE","p4.4"
"M0512","ENE","p4.2"
"M0512","ENE","p4.0"
"M0513","LgK","p4.8"
"M0513","LgK","p4.6"
"M0513","LgK","p4.4"
"M0514","LgK","p4.8"
"M0514","LgK","p4.6"
"M0514","LgK","p4.4"
"M0515","LgK","p4.8"
"M0515","LgK","p4.6"
"M0515","LgK","p4.4"
"M0515","TRB","p3.8"
"M0515","TRB","p3.6"
"M0515","TRB","p3.4"
"M0516","LgK","p4.8"
"M0516","LgK","p4.6"
"M0516","LgK","p4.4"
"M0517","LgK","p4.8"
"M0517","LgK","p4.6"
"M0517","LgK","p4.4"
"M0518","LgK","p4.8"
"M0518","LgK","p4.6"
"M0518","LgK","p4.4"
"M0519","LgK","p4.8"
"M0519","LgK","p4.6"
"M0519","LgK","p4.4"
"M0520","LgK","p4.8"
"M0520","LgK","p4.6"
"M0520","LgK","p4.4"
"M0521","LgK","p4.8"
"M0521","LgK","p4.6"
"M0521","LgK","p4.4"
"M0522","TRB","p3.8"
"M0522","TRB","p3.6"
"M0522","TRB","p3.4"
"M0523","LgK","p4.8"
"M0523","LgK","p4.6"
"M0523","LgK","p4.4"
"M0523","TRB","p3.8"
"M0523","TRB","p3.6"
"M0523","TRB","p3.4"
"M0524","LgK","p4.8"
"M0524","LgK","p4.6"
"M0524","LgK","p4.4"
"M0525","LgK","p4.8"
"M0525","LgK","p4.6"
"M0525","LgK","p4.4"
"M0526","LgK","p4.8"
"M0526","LgK","p4.6"
"M0526","LgK","p4.4"
"M0526","ENE","p4.4"
"M0526","ENE","p4.2"
"M0526","ENE","p4.0"
"M0527","LgK","p4.8"
"M0527","LgK","p4.6"
"M0527","LgK","p4.4"
"M0527","ENE","p4.4"
"M0527","ENE","p4.2"
"M0527","ENE","p4.0"
"M0528","LgK","p4.8"
"M0528","LgK","p4.6"
"M0528","LgK","p4.4"
"M0529","LgK","p4.8"
"M0529","LgK","p4.6"
"M0529","LgK","p4.4"
"M0530","LgK","p4.8"
"M0530","LgK","p4.6"
"M0530","LgK","p4.4"
"M0531","LgK","p4.8"
"M0531","LgK","p4.6"
"M0531","LgK","p4.4"
"M0532","LgK","p4.8"
"M0532","LgK","p4.6"
"M0532","LgK","p4.4"
"M0532","TRB","p3.8"
"M0532","TRB","p3.6"
"M0532","TRB","p3.4"
"M0533","LgK","p4.8"
"M0533","LgK","p4.6"
"M0533","LgK","p4.4"
"M0534","LgK","p4.8"
"M0534","LgK","p4.6"
"M0534","LgK","p4.4"
"M0536","LgK","p4.8"
"M0536","LgK","p4.6"
"M0536","LgK","p4.4"
"M0537","LgK","p4.8"
"M0537","LgK","p4.6"
"M0537","LgK","p4.4"
"M0538","LgK","p4.8"
"M0538","LgK","p4.6"
"M0538","LgK","p4.4"
"M0539","LgK","p4.8"
"M0539","LgK","p4.6"
"M0539","LgK","p4.4"
"M0540","LgK","p4.8"
"M0540","LgK","p4.6"
"M0540","LgK","p4.4"
"M0541","LgK","p4.8"
"M0541","LgK","p4.6"
"M0541","LgK","p4.4"
"M0542","LgK","p4.8"
"M0542","LgK","p4.6"
"M0542","LgK","p4.4"
"M0543","LgK","p4.8"
"M0543","LgK","p4.6"
"M0543","LgK","p4.4"
"M0543","ENE","p4.4"
"M0543","ENE","p4.2"
"M0543","ENE","p4.0"
"M0543","TRB","p3.8"
"M0543","TRB","p3.6"
"M0543","TRB","p3.4"
"M0544","LgK","p4.8"
"M0544","LgK","p4.6"
"M0544","LgK","p4.4"
"M0545","LgK","p4.8"
"M0545","LgK","p4.6"
"M0545","LgK","p4.4"
"M0546","LgK","p4.8"
"M0546","LgK","p4.6"
"M0546","LgK","p4.4"
"M0547","LgK","p4.8"
"M0547","LgK","p4.6"
"M0547","LgK","p4.4"
"M0547","ENE","p4.4"
"M0547","ENE","p4.2"
"M0547","ENE","p4.0"
"M0548","TRB","p3.8"
"M0548","TRB","p3.6"
"M0548","TRB","p3.4"
"M0549","LgK","p4.8"
"M0549","LgK","p4.6"
"M0549","LgK","p4.4"
"M0549","ENE","p4.4"
"M0549","ENE","p4.2"
"M0549","ENE","p4.0"
"M0550","LgK","p4.8"
"M0550","LgK","p4.6"
"M0550","LgK","p4.4"
"M0550","ENE","p4.4"
"M0550","ENE","p4.2"
"M0550","ENE","p4.0"
