id,orig_id,region,site,site_note,note,in_analysis
M0367,FT391,TR,Horní Újezd u Třebíče-Panské,NA,Západomoravské muzeum v Třebíči,TRUE
M0368,34-12-25/9,BV,Horní Věstonice-Na Lukách,NA,"E. Kazdová, habilitace",TRUE
M0369,FT346,ZN,Hostěradice na Moravě-JV obce,NA,NA,TRUE
M0370,33-22-04/1,ZN,Hostim-Amerika,Hostim II.,NA,TRUE
M0371,33-22-04/3,ZN,Hostim-pole nad Radkovským mlýnem,Hostim IV.,NA,TRUE
M0372,23-44-24/5,ZN,Hostim-Těchovec,Hostim I. - Těchovec,NA,TRUE
M0373,33-22-04/4,ZN,Hostim-Za Ovčínem,"Suchomelka, Za ovčírnou","Houšťová 1960 FAP3, Kultura nálevkovitých pohárů na Moravě",TRUE
M0374,34-22-11/9,HO,Hovorany-Újezdy,"u FVE, Nivky",NA,TRUE
M0375,24-42-02/12,PV,Hradčany u Prostějova-Nad mlýnem,NA,NA,TRUE
M0376,24-32-07/8,BO,Hradčany u Tišnova-Pod horkou,NA,NA,TRUE
M0377,NA,UH,Hradčovice-Újezdy,NA,NA,TRUE
M0378,25-31-06/2,KM,Hradisko-Hradisko,NA,NA,TRUE
M0379,24-33-17/1,TR,Hrotovice-Mstěnice,"Mstivá, U černého mostu","a Kuča, Nývltová Fišáková, Škrdla, Vokáč 2012",TRUE
M0380,FT162,TR,Hrotovice-Na panské nivě,Panská niva,"a Kuča, Nývltová Fišáková, Škrdla, Vokáč 2013",TRUE
M0381,24-33-12/4,TR,Hrotovice-Votavova cihelna,Cihelna,NA,TRUE
M0382,35-11-17/2,HO,Hroznová Lhota-Čtvrtky,"Radošiny, Pod Radošovem; i k.ú. Veselí-Předměstí a Lipov",NA,TRUE
M0383,24-24-13/15,PV,Hrubčice-Košíky,(býv.cihelna),NA,TRUE
M0384,24-24-13/16,PV,Hrubčice-Nebnahy,NA,NA,TRUE
M0385,24-33-20/2,BO,Hrubšice-intravilán,NA,Muzeum Ivančice,TRUE
M0386,FT415,BO,Hrubšice-Nad řekou,NA,NA,TRUE
M0387,NA,PR,Hruška-Nivky,NA,NA,TRUE
M0388,24-34-24/9,BO,Hrušovany u Brna-SV intravilán,NA,NA,TRUE
M0389,NA,BO,Hrušovany u Brna-U tří mostů,NA,NA,TRUE
M0390,NA,KM,"Hulín-Padělky, pískovna",NA,NA,TRUE
M0391,25-31-07/1,KM,Hulín-U Isidorka,NA,NA,TRUE
M0392,25-31-08/10,KM,Hulín-U obrázku,I k.ú. Pravčice,NA,TRUE
M0393,25-31-08/2,KM,Hulín-Višňovce,i k.ú. Pravčice,NA,TRUE
M0394,34-21-06/5,BV,Hustopeče u Brna-Příčky,NA,MM Brno,TRUE
M0395,NA,BV,Hustopeče-dálniční nájezd,NA,"RMM, sbírka L. Měšťana a J. Týma, př.č. xy/78",TRUE
M0396,NA,UH,Huštěnovice-Tegly,"Tegle, Dvořiště",NA,TRUE
M0397,FT12,BO,Hvozdec u Veverské Bitýšky-Proti skalce,(Kuča: Klínek),NA,TRUE
M0398,24-24-21/12,VY,Chaloupky u Otaslavic-Obrova noha,NA,NA,TRUE
M0399,24-24-16/1,VY,Chaloupky u Otaslavic-Žákovec,NA,NA,TRUE
M0400,34-23-13/2,BV,Charvátská Nová Ves-Líbivá,"Lubeš, Rohatá",MMG Břeclav,TRUE
M0401,"24-24-04/8, 19",OC,Charváty-hliník,Malý trávník,NA,TRUE
M0402,NA,OC,Cholina-Horní farské,NA,NA,TRUE
M0403,24-22-06/3,OC,Cholina-školní zahrada,NA,NA,TRUE
M0404,24-21-01/13; 24-21-01/12,SY,Chornice 2c,i k.ú. Lázy,NA,TRUE
M0405,24-21-06/21,SY,Chornice-Kelinky,Chornice 23,NA,TRUE
M0406,24-21-06/1,SY,Chornice-Pod hušákem,"U dálnice, Chornice 4",NA,TRUE
M0407,24-22-02/5,OC,Chořelice-Nad hliníkem,NA,NA,TRUE
M0408,24-22-02/1,OC,Chořelice-za Teslou,Na Pískách,NA,TRUE
M0409,24-14-05/22,BK,Chrudichromy-Čtvrti,NA,+informace M. Přichystala o LnK,TRUE
M0410,FT155,BO,Chudčice-intavilán,"č.p. 161, nálezy z kopání studny, majitel Navrátil",NA,TRUE
M0411,FT14,BO,Chudčice-U dubu,NA,NA,TRUE
M0412,33-22-12/1,ZN,Chvalatice-Růžový kopec,NA,NA,TRUE
M0413,24-24-19/15,PV,Ivaň na Hané-Nivky,"Dolní Podblatí, i k.ú. Oplocany",NA,TRUE
M0414,24-34-11/10,BO,Ivančice-cihelna,NA,NA,TRUE
M0415,FT350,BO,Ivančice-Dolní Špýry,Na Mariánce,Katalog NM,TRUE
M0416,NA,BO,Ivančice-Knížecí les,Knížák,NA,TRUE
