id,orig_id,region,site,site_note,note,in_analysis
B0354,NA,KO,Nebovidy-,Kolín X,NA,TRUE
B0355,ADC-09871,ME,Neratovice-Spolana,NA,NA,TRUE
B0356,P-1321-00154,JC,Nevratice-Na Zádušníku,NA,NA,TRUE
B0357,NA-JT-7070,NA,Neznášov,parc. č. 138,NA,TRUE
B0358,ADC-15780,NA,Neznášov,u mlýna Skořípka,NA,TRUE
B0359,ADC-16467,KO,Nová Ves I-Ohrada,"V hliňáku, Pískovna pana Mrzeny",NA,TRUE
B0360,NA,KO,Nová Ves I-S od obce pri polni ceste k Labi,NA,NA,TRUE
B0361,ADC-15706,KO,Nová Ves I-zahrada domu č.p. 25,NA,NA,TRUE
B0362,ADC-15705,KO,Nová Ves I-obecní hliník,NA,NA,TRUE
B0363,P-1332-00233,KH,Nové Dvory u Kutné Hory-V bojišti,NA,NA,TRUE
B0364,P-1332-00044,KH,Nové Dvory u Kutné Hory-V prostředních lukách,NA,NA,TRUE
B0365,NA,HK,Nový Bydžov-severní úpatí Chlumu,NA,NA,TRUE
B0366,P-1321-00068,HK,Nový Bydžov-Schnablova cihelna,Sportovní ul.,NA,TRUE
B0367,P-1321-00204,HK,Nový Bydžov-Mlýniště,NA,NA,TRUE
B0368,P-1314-00337; P-1314-00265; P-1314-00267; AN/NB – 5002; P-1314-00037; AN/NB – 1164; AN/NB – 1372,NY,Nymburk-Kostelní nám.,"Palackého třída, nám. Přemyslovců",NA,TRUE
B0369,NA,NY,Nymburk-,NA,NA,TRUE
B0370,P-1314-00205,NY,Nymburk-Velké valy,NA,NA,TRUE
B0371,AN/NB – 1158,NY,Nymburk- seřazovací nádraží,U sv. Vojtěcha,NA,TRUE
B0372,NA,MB,Obruby-,NA,NA,TRUE
B0373,P-1222-00293,ME,Obříství-U Talicha,NA,NA,TRUE
B0374,P-1222-00034,ME,Obříství-Svatopluka Čecha,NA,NA,TRUE
B0375,NA,ME,Obříství-Na Tarase,NA,NA,TRUE
B0376,AN – 1173,PH,Odolena Voda-Velký háj,NA,NA,TRUE
B0377,PD-JC-1153,JC,Ohaveč-,NA,NA,TRUE
B0378,P-1242-00121,PZ,Ohrobec-Nad Úvozem,NA,NA,TRUE
B0379,ML-1180,MB,Olšina-Kurovodice,Pod tvrzí,NA,TRUE
B0380,NA,PA,Opatovice nad Labem,NA,NA,FALSE
B0381,NA,PA,Opatovice nad Labem-V Dílcích,NA,NA,TRUE
B0382,ADC-30945,NB,Opolánky-Staré Badry,NA,NA,TRUE
B0383,NA,PZ,Osnice-U Herinku,NA,"Sídliště s LnK, VpK jen ojediněle",TRUE
B0384,ADC-14781; P-1242-00033; ADC-14782,PZ,Osnice-Na Vrbici,NA,NA,TRUE
B0385,P-1321-00187; P-1321-00160; P-1321-00138,JC,Ostroměř-Starohorská ul.,NA,NA,TRUE
B0386,P-1321-00019,JC,Ostrov v Podkrkonoší,NA,NA,TRUE
B0387,P-1321-00027,JC,Ostrov v Podkrkonoší-Pod kazatelnou,"Na těžké, i k.ú. Třebnouševes",NA,TRUE
B0388,PB-1077,PA,Pardubice-V úzkém,NA,NA,TRUE
B0389,NA,KO,Pašinka-U hřiště,NA,NA,TRUE
B0390,JV-1281,KO,Pašinka-Na stráních,Pole SZ od železničního mostu,NA,TRUE
B0391,P-1332-00151,KH,Perštejnec,NA,NA,TRUE
B0392,OS_P0_77007; P-1242-00061; P-1242-00062,A,Petrovice-Dobrá Voda,NA,NA,TRUE
B0393,NA,A,Pitkovice-Nové Pitkovice,NA,NA,TRUE
B0394,JV-1283,KO,Plaňany-U cukrovaru,NA,NA,TRUE
B0395,JV-1284,KO,Plaňany-Na skřipci,NA,NA,TRUE
B0396,NA,KO,Plaňany-Na melounici,lom,NA,TRUE
B0397,NA,KO,Plaňany-V lukách,obchvat,NA,TRUE
B0398,NA,HK,Plotiště nad Labem_mezi Součkovou a výzkumem,NA,NA,TRUE
B0399,NA,HK,Plácky-písečník_Marela,NA,NA,TRUE
B0400,NA,HK,Plotiště nad Labem_rondel,NA,NA,TRUE
B0401,NA,HK,Plácky-šutrovník-Holecká,NA,NA,TRUE
B0402,NA,HK,Plotiště nad Labem_za hospodářskými budovami,NA,NA,TRUE
B0403,NA,HK,Plácky-U zabitého,NA,NA,TRUE
B0404,NA,HK,Plotiště nad Labem-Plácky_Kydlinov,NA,NA,TRUE
B0405,NA,HK,Plotiště nad Labem-Součkova cihelna,NA,NA,TRUE
B0406,NA,HK,Plotiště nad Labem-Vozelnikův mlýn,NA,NA,TRUE
B0407,NA,HK,Plotiště nad Labem-U předměřické cihelny,výzkum 1960_1971,VpK IV ohrazení,TRUE
B0408,NA,KO,Pňov-Kobylnice,i k.ú. Velim,NA,TRUE
B0409,AN/NB – 1217,KO,Pňov-Doubice,NA,NA,TRUE
B0410,ADC-16216,KO,Poboří-,pozemek p. Růžičky,NA,TRUE
B0411,JV-1293,KO,Poboří-,"pozemek p. Dvořáka, ppč. 115/1",NA,TRUE
B0412,NA,JC,Podhradí-Veliš,NA,NA,TRUE
B0413,PD-JC-1324,JC,Podkost-Velký Poráň,NA,NA,TRUE
B0414,ADC-16494,KO,Polepy u Kolína-,Pole pana Holečka,NA,TRUE
B0415,ADC-16489,KO,Polepy u Kolína-,Pole paní Dostalové a pana Chrousta,NA,TRUE
B0416,KH-MA-1049,KH,Poličany-,NA,NA,TRUE
B0417,ADC-15534; P-1313-00034,KO,Poříčany-pískovna Černá obora,NA,NA,TRUE
B0418,P-1313-00009,KO,Poříčany-V rolcích,dálnice D11,NA,TRUE
B0419,NA,KO,Poříčany-Na seňarku,NA,NA,TRUE
B0420,P-1222-00222; P-1222-00237,ME,Postřižín-ul. Pod Topolákem,NA,NA,TRUE
B0421,P-1324-00127,HK,Praskačka-Na pískách,NA,NA,TRUE
B0422,P-1323-00043,PA,Pravy-Za humny,NA,NA,TRUE
B0423,P-1324-00143,HK,Pražské Předměstí-Hořická ul.,NA,NA,TRUE
B0424,NA,KO,Přebozy-u dvora,NA,NA,TRUE
B0425,NA,HK,Předmeřice nad Labem-písečník V. Petra,NA,NA,TRUE
B0426,P-1322-00110; P-1322-00109; ADC-15880; HK-7056; P-1322-00109; HK-1223; ADC-15875,HK,Předměřice nad Labem-U zahrad,"JZD, plynovod",NA,TRUE
B0427,HK-1228,HK,Předměřice nad Labem-pískovna u nádraží,NA,NA,TRUE
B0428,HK-1222,HK,Předměřice nad Labem-Za drůbežárnou,NA,NA,TRUE
B0429,HK-5012,HK,Předměřice nad Labem-cihelna cukrovaru,NA,J. Doležel uvádí k.ú. Plotiště n.L.,TRUE
B0430,HK-7058; ADC-15872; HK-1221,HK,Předměřice nad Labem-Honkeho cihelna,NA,NA,TRUE
B0431,HK-7057,HK,Předměřice nad Labem-Slavoj,NA,NA,TRUE
B0432,P-1224-01402,PH,Přemyšlení-Na Brnky,NA,NA,TRUE
B0433,AN – 7003,PH,Přemyšlení-U Cihelny,V Remízkách,NA,TRUE
B0434,AN – 1021,PH,Přemyšlení-Veltěžská,NA,NA,TRUE
B0435,AN/NB – 1256,NB,Přerov nad Labem-,NA,NA,TRUE
B0436,NA,KO,Přistoupim-,"J od obce,cca 100m Z od uzlabiny potucku",NA,TRUE
B0437,ADC-15486,KO,Přišimasy-kravín,NA,NA,TRUE
B0438,NA,KO,Přišimasy-S okraj obce,NA,NA,TRUE
B0439,JV-1301,KO,Pučery-Panské pole,NA,NA,TRUE
B0440,P-1411-00028,RK,Pulice-Poříčí,NA,NA,TRUE
B0441,HK-1198,HK,Račice nad Trotinou-Záložnice,NA,NA,TRUE
B0442,HK-1199,HK,Račice nad Trotinou-Frantov,NA,NA,TRUE
B0443,JV-1333,KO,Radim u Kolína-,NA,NA,TRUE
B0444,ADC-15696,KO,Radim u Kolína-,východně od dráhy,NA,TRUE
B0445,NA,KO,Radim u Kolína-,NA,NA,TRUE
B0446,ADC-11806,PH,Radonice u Prahy-V obůrkách,NA,NA,TRUE
B0447,P-1332-00497,KO,Radovesnice I-Za školou,"parc. č. 94/10, 100/13",NA,TRUE
B0448,ADC-16223,KO,Radovesnice I-dvorek domu čp. 95,NA,NA,TRUE
B0449,ADC-16470; ADC-16469,KO,Ratboř-V cukrovaru u staré školy,NA,NA,TRUE
B0450,P-1314-00083,KO,Ratenice-Nad Loučkama,NA,NA,TRUE
B0451,P-1322-00248,HK,Rodov-Trotina,NA,NA,TRUE
B0452,P-1341-00016,KH,Rohozec u Žehušic-Za humny na obíckách,NA,NA,TRUE
B0453,NA,PA,Rosice nad Labem-cihelna,Salavcova ul.,NA,TRUE
B0454,P-1342-00121,CR,Rosice u Chrasti-Za školou,NA,NA,TRUE
B0455,DVS-898; ADC-17393,CR,Rosice u Chrasti-tvrziště,NA,NA,TRUE
B0456,ADC-17391; ADC-17390,CR,Rosice u Chrasti-cihelna,i k.ú. Chrast,NA,TRUE
B0457,NA,HK,Rosnice u Všestar,NA,NA,FALSE
B0458,NA,JC,Rožďalovice-u školy,dům p. Mikuláše,NA,TRUE
B0459,NA,NA,Rtyně-,NA,NA,TRUE
B0460,P-1322-00019,NA,Rtyně-,NA,NA,FALSE
B0461,NA,MB,Řepov-průmyslová zóna,NA,NA,TRUE
B0462,ML-7044,MB,Řepov-u hřbitova,NA,NA,TRUE
B0463,ADC-14633,PH,Říčany u Prahy-Pískovna pod hradem,NA,NA,TRUE
B0464,AN/NB – 1288,NB,Sány-,Pole mezi pískovnou a tokem Bačovky,NA,TRUE
B0465,NA,NB,Sány-ul. Dlouhá,pole p. Holce  a Koníčka,NA,TRUE
B0466,P-1321-00250; P-1321-00113,JC,Sběř-,i k.ú. Vysoké Veselí,NA,TRUE
B0467,ADC-16396,KH,Sedlec u Kutné Hory-Mokřiny,Ústav nerostných surovin,NA,TRUE
B0468,P-1312-00068,MB,Semčice-U Okálů,NA,NA,TRUE
B0469,ADC-15791; ADC-15792,NA,Semonice_trasa silnice,NA,J. Doležel uvádí k.ú. Černožice,TRUE
B0470,ADC-15790; NA-JT-7101,NA,Semonice_vodovod,NA,NA,TRUE
B0471,P-1313-00180,PH,Sibřina-,NA,NA,TRUE
B0472,HK-7064,HK,Skřivany-Malátova,písečník p. Horáka,NA,TRUE
B0473,NA,JC,Slatiny-Slatinky,NA,NA,TRUE
B0474,OS_JC_11006,JC,Slavhostice-U Vraždy,NA,NA,TRUE
B0475,P-1321-00141,JC,Slavhostice-U studeného lesa,NA,KGA,TRUE
B0476,P-1321-00156,JC,Slavhostice-Nad dvorem,NA,NA,TRUE
B0477,P-1322-00335; HK-1268,HK,Smiřice-Zbuzany,Technické dílny Čs. státních statků,NA,TRUE
B0478,HK-7073; P-1322-00017,HK,Smiřice_nádraží,i k.ú. Holohlavy,NA,TRUE
B0479,HK-1266; HK-1269,HK,Smiřice-Za cihelnou,NA,NA,TRUE
B0480,P-1322-00158; HK-7071,HK,Smiřice-Zderaz,NA,NA,TRUE
B0481,NA,JC,Sobčice-Bezděkov,NA,NA,TRUE
B0482,PD-JC-1326,JC,Sobčice-U svatého Jana,NA,NA,TRUE
B0483,PD-JC-1184,JC,Sobčice-U lomu,písečník pana Nádvorníka,NA,TRUE
B0484,P-0343-00130,JC,Soběraz-Červenice,NA,NA,TRUE
B0485,P-0343-00143,JC,Soběraz-Pod trním,NA,NA,TRUE
B0486,P-0334-00198,JC,Sobotka-U křížku,i k.ú. Čálovice,NA,TRUE
B0487,P-0334-00266,MB,Solec-Mezi Solci,NA,NA,TRUE
B0488,NA,HK,Sovětice-Skalka,NA,NA,TRUE
B0489,P-1342-00666; P-1342-00644,PA,Staré Jesenčany-Kopanina,NA,NA,TRUE
B0490,HK-7076,HK,Starý Bydžov-Obecní písník u kóty 287,pískovna Na Kamenci,NA,TRUE
B0491,JV-1356,KO,Starý Kolín-u hřbitova,NA,NA,TRUE
B0492,P-1324-00060,HK,Stěžery-,"parc. č. 605/1,4",NA,TRUE
B0493,HK-1272,HK,Stěžery-U cihelny,parc.č. 193/2,NA,TRUE
B0494,HK-1275,HK,Stěžery-U hřbitova,NA,NA,TRUE
B0495,P-1342-00192,CR,Stíčany-Za sady,parc. č. 76-80; i k.ú. Vejvanovice,NA,TRUE
B0496,NA,NB,Straky-severní okraj obce,NA,NA,TRUE
B0497,P-1313-01165; P-1313-01164; P-1313-01072,PH,Stránka u Brandýsa nad Labem-,NA,NA,TRUE
B0498,AA1023,A,Strašnice-pískovny pod Bohdalcem,NA,NA,TRUE
B0499,P-0334-00345,JC,Střevač-U Jordánu,NA,NA,TRUE
B0501,P-1341-00381,KH,Svatý Mikuláš-U studánky,NA,NA,TRUE
B0502,NA-JT-7083,NA,Svinišťany-intravilán,NA,NA,TRUE
B0503,NA-JT-1149,NA,Svinišťany-Muka,NA,NA,TRUE
B0504,NA,KO,Svojšice u Kouřimi-u cukrovaru,NA,NA,TRUE
B0506,NA,A,Šeberov-Na proutcích,NA,NA,TRUE
B0507,P-1313-01249; P-1313-00874,PH,Škvorec-ul. Za Zahradami,NA,NA,TRUE
B0508,P-1313-00176,PH,Škvorec-,NA,NA,TRUE
B0509,NA,KO,Štítary u Kolína-V šornici,PIII,NA,TRUE
B0510,P-1332-00386; ADC-16474,KO,Štítary u Kolína-Za Dvorem,Za školou,NA,TRUE
B0511,ADC-16473,KO,Štítary u Kolína-Na stráni,pole p. Tahala,NA,TRUE
B0512,ADC-31378,KO,Štolmíř-,NA,NA,TRUE
B0513,JV-1387,KO,Štolmíř-kravín,NA,NA,TRUE
B0514,AN/NB – 1317,KO,Tatce-V dolních čtverých,Na háji,NA,TRUE
B0515,P-1313-00099; ADC-31395; ADC-15491,KO,Tismice-západní hranice katastru,NA,NA,TRUE
B0516,JV-1393,KO,Tismice-Za školou,Husánek,NA,TRUE
B0517,P-1431-00109,UO,Tisová u Vysokého Mýta-nad osadou Bžundov,"Tisová 18, Tisová 20.",NA,TRUE
B0518,ADC-31402,CR,Topol-Na hradě,Hradiště,ohrazení,TRUE
B0519,P-1342-00465,CR,Topol-Na skále,NA,NA,TRUE
B0520,PB-1259,PA,Trnová-,písečná duna u trati,NA,TRUE
B0521,P-1313-00004; ADC-15536,NB,Třebestovice-Na struhách,NA,NA,TRUE
B0522,AN/NB – 1325,NB,Třebestovice- U bažantnic,NA,NA,TRUE
B0523,P-1341-00110; KH-MA-1071,KH,Třebešice-,NA,NA,TRUE
B0524,P-1321-00023,JC,Třebnouševes-Na střebovským,NA,NA,TRUE
B0525,P-1342-00653; P-1342-00642,PA,Třebosice-Kamenec,NA,NA,TRUE
B0526,P-1342-00045,PA,Třebosice-Hlinecké,NA,NA,TRUE
B0527,PD-JC-7006,JC,Třebovětice-V Blatečkách,Nad Blatečky,NA,TRUE
B0528,PD-JC-1219,JC,Třebovětice-Na průhonku,NA,NA,TRUE
B0529,PD-JC-1220,JC,Třebovětice-Za rašovkami,NA,NA,TRUE
B0530,ADC-16137,KO,Třebovle-U Sázavského dvora,U Broučkova za dvorem,NA,TRUE
B0531,NA,CR,Třibřichy-býv. Cihelna,NA,NA,TRUE
B0532,NA,KO,Tuchoraz-Na Pařezu,NA,NA,TRUE
B0533,P-1331-00127,KO,Tuchoraz-Na Vápeníkovým,NA,NA,TRUE
B0534,ADC-16114,KO,Tuchoraz-JZD,Panské stodoly,NA,TRUE
B0535,P-1342-00017,CR,Tuněchody-u žst.,NA,NA,TRUE
B0536,ADC-17236; P-1342-00627,CR,Tuněchody-cihelna,i k.ú. Úhřetice,NA,TRUE
B0537,P-1342-00667,CR,Tuněchody-Ruzkovské pole,NA,NA,TRUE
B0538,ADC-16983,KH,Tupadly u Čáslavi-,NA,NA,TRUE
B0539,SM-10161,TU,Turnov-Maškovy zahrady,NA,NA,TRUE
B0540,P-1342-00393,CR,Úhřetice-,NA,NA,TRUE
B0541,NA,CR,Úhřetice-,NA,NA,FALSE
B0542,P-1342-00395; P-1342-00395; P-1342-00139; P-1342-00140;,CR,Úhřetice-Kopistova a Slavíkova cihelna,NA,NA,TRUE
B0543,PB-1122,PA,Úhřetická Lhota-,Hrana srázu nad říčkou Novohradkou,NA,TRUE
B0544,AA1500,A9,Újezd nad Lesy-Blatov,NA,NA,TRUE
B0545,JM-DN-7020,CR,Vejvanovice-Na červené hůrce,NA,NA,TRUE
B0546,P-1321-00151; P-1321-00106,JC,Velešice-,NA,NA,TRUE
B0547,NA,NA,Velichovky-Pod kopcem,NA,NA,TRUE
B0548,NA,KO,Velim-K sídlišti,NA,NA,TRUE
B0549,P-1314-00263,KO,Velim-Dolní Nouzov,NA,NA,TRUE
B0550,ADC-15703,KO,Velim-cukrovar,Karbusického pole,NA,TRUE
B0551,P-0334-00152,JC,Veliš u Jičína-,NA,KGA?,TRUE
B0552,AN/NB – 1330,NB,Velké Zboží-pískovna,NA,NA,TRUE
B0554,P-0334-00250,JC,Vesec u Sobotky-U křížku,NA,NA,TRUE
B0555,ADC-31501,JC,Vesec u Sobotky-Poráň,NA,NA,TRUE
B0556,AN/NB – 1334,NB,Vestec nad Mrlinou-Hliňák,NA,NA,TRUE
B0557,P-1342-00079,CR,Vestec u Chrudimi-,NA,NA,TRUE
B0558,NA-JT-7063,NA,Vestec u Jaroměře-,NA,NA,TRUE
B0559,P-1322-00076,NA,Vestec u Jaroměře-Amerika,NA,NA,TRUE
B0560,AN – 1099,PH,Větrušice u Klecan-Mezi cestami,NA,NA,TRUE
B0561,P-1341-00104,KH,Vinaře-Před Drbohlavem,NA,NA,TRUE
B0562,NA,MB,Vinařice u Dobrovice-Na kroužku,NA,J. Doležel uvádí k.ú. Chloumek,TRUE
B0563,ADC-11760; ADC-11773; ADC-11769; P-1224-00077,A9,Vinoř-Bohdanečská ul.,NA,NA,TRUE
B0564,P-1224-00992; P-1224-00222; P-1224-00213; ADC-11789,A9,Vinoř-Kamenný stůl,NA,NA,TRUE
B0565,NA,A9,Vinoř-V Obůrkách,NA,rondel,TRUE
B0566,NA,A9,Vinoř-hřbitov,NA,NA,TRUE
B0567,ADC-11773; P-1224-00150,A9,Vinoř-Mladoboleskavská,za býv. cihelnou,NA,TRUE
B0568,P-1224-01413,A9,Vinoř-U cukrovaru,NA,NA,TRUE
B0569,MK-2017-002,A9,Vinoř-Lohenická,NA,NA,TRUE
B0570,NA,A9,Vinoř-Štěpánovská,NA,NA,TRUE
B0571,P-1331-00119,KO,Vitice-K Močedníku,i k.ú. Chotýš,NA,TRUE
B0572,P-1331-00010,KO,Vitice-K Synči,NA,NA,TRUE
B0573,P-0343-00239; P-0343-00049,JC,Vitiněves-,NA,KGA,TRUE
B0574,P-0343-00294,JC,Vitiněves-,NA,NA,TRUE
B0575,P-1342-00436,CR,Vlčnov u Chrudimi-U Presů,NA,NA,TRUE
B0576,P-1321-00255,JC,Vlhošť-,NA,NA,TRUE
B0578,AN – 1100,PH,Vodochody u Prahy-,NA,NA,TRUE
B0579,PD-JC-7005,JC,Votuz-Třešňovka,i k.ú. Jeřice,NA,TRUE
B0580,ADC-15547,KO,Vrbčany-Cihelna na Kubšovce,NA,NA,TRUE
B0581,JV-1428,KO,Vrbčany-Na křemencích,NA,NA,TRUE
B0582,P-1312-00019,JC,Vršce-,NA,NA,TRUE
B0583,AA7006,A10,Vršovice-bývalá Rennerova pískovna,NA,NA,TRUE
B0584,NA,A9,Vysočany-býv. pískovna,Zbuzkova ul.,NA,TRUE
B0585,P-1431-00048; DV1056,UO,Vysoké Mýto-Na Krétě,NA,NA,TRUE
B0586,P-1431-00169,UO,Vysoké Mýto-Průhony,Vřesová ul.,NA,TRUE
B0587,P-1313-00825,PH,Vyšehořovice-,NA,NA,TRUE
B0588,P-1313-00510,PH,Vyšehořovice-lupkové doly,NA,NA,TRUE
B0589,P-1224-01376,A,Záběhlice-Práčská ul.,i k.ú. Hostivař,NA,TRUE
B0590,P-1313-00677,PH,Záluží u Čelákovic-Límanova cihelna,NA,NA,TRUE
B0591,NA,NB,Zámostí u Rožďalovic,NA,NA,TRUE
B0592,P-1313-01111; P-1313-01074,PH,Zápy-,NA,NA,TRUE
B0593,P-1313-01139,PH,Zápy-Průmyslová ul.,OD Tesco,NA,TRUE
B0594,P-1313-00435,PH,Zápy-,NA,NA,TRUE
B0595,P-1313-00976,PH,Zápy-Velká strana,NA,NA,TRUE
B0596,P-1313-00445; AN – 1114; ADC-15306,PH,Zápy-intravilán,NA,"úplně si nejsem jistý lokalizací ml. VK do intravilánu, viz Stocký Pravěk I, 170",TRUE
B0597,ADC-15350,PH,Zápy-Na příčce,NA,NA,TRUE
B0598,ADC-15335,PH,Zápy-,NA,NA,TRUE
B0599,JV-1433,KO,Zásmuky-Za pivovarem,NA,NA,TRUE
B0600,NA,PH,Zdiby-Na Brnky,i k.ú. Přemyšlení,NA,TRUE
B0601,P-1313-00815,PH,Zeleneč-K potoku,NA,NA,TRUE
B0602,P-1242-00052,PZ,Zlatníky u Prahy-Za zahradami,NA,NA,TRUE
B0603,PD-JC-1338,JC,Zliv u Libáně-,NA,NA,TRUE
B0604,ADC-10046,ME,Zlončice-Nad hájem,NA,NA,TRUE
B0605,ADC-10049,ME,Zlončice-Mezi dubci,NA,NA,TRUE
B0606,ADC-10050,ME,Zlončice-,NA,NA,TRUE
B0607,ADC-16214,KO,Žabonosy-Za dvorem,U svatého Jana,NA,TRUE
B0608,JV-1443,KO,Ždánice u Kouřimi-U dvora Běšínova,NA,NA,TRUE
B0609,P-1341-00013,KH,Žehušice-Hlavní ul.,NA,NA,TRUE
B0610,P-0334-00326; P-0334-00364,MB,Židněves-,S okraj obce,KGA,TRUE
B0611,P-1341-00280,KH,Žleby-kamenolom,NA,NA,TRUE
B0612,,MB,Týnec u Dobrovice-U Ctiměřic,NA,NA,TRUE
B0613,,NA,Jaroměř-Přední Dolce,,NA,TRUE
B0614,,UO,Vysoké Mýto-Za pivovarem,,,TRUE
M0001,24-24-16/47,PV,Alojzov u Prostějova-Frolinková,NA,NA,TRUE
M0002,24-24-16/46,PV,Alojzov u Prostějova-Horní Golštýn,NA,https://www.google.cz/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0ahUKEwj7pYjjnrDRAhXHcRQKHQWDA5AQFggcMAA&url=http%3A%2F%2Fwww.alojzov.cz%2FVismoOnline_ActionScripts%2FFile.ashx%3Fid_org%3D17470%26id_dokumenty%3D1699&usg=AFQjCNEV8ig5_MDveDR_1qAWr0kaWcWHTQ&sig2=bnyEl7Ot227BkoYteG6GCA,TRUE
M0003,NA,PV,Alojzov u Prostějova-Malý Mitrov,NA,https://www.google.cz/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0ahUKEwj7pYjjnrDRAhXHcRQKHQWDA5AQFggcMAA&url=http%3A%2F%2Fwww.alojzov.cz%2FVismoOnline_ActionScripts%2FFile.ashx%3Fid_org%3D17470%26id_dokumenty%3D1699&usg=AFQjCNEV8ig5_MDveDR_1qAWr0kaWcWHTQ&sig2=bnyEl7Ot227BkoYteG6GCA,TRUE
M0004,24-24-16/49,PR,Alojzov u Prostějova-mezi intravilánem a lesem,NA,https://www.google.cz/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&ved=0ahUKEwj7pYjjnrDRAhXHcRQKHQWDA5AQFggcMAA&url=http%3A%2F%2Fwww.alojzov.cz%2FVismoOnline_ActionScripts%2FFile.ashx%3Fid_org%3D17470%26id_dokumenty%3D1699&usg=AFQjCNEV8ig5_MDveDR_1qAWr0kaWcWHTQ&sig2=bnyEl7Ot227BkoYteG6GCA,TRUE
M0005,180,MI,Altmanns-Untern Stein,NA,NA,TRUE
M0006,412,MI,Altruppersdorf-,NA,KGA,TRUE
M0007,642,GF,Angern an der March-Felbergau,Schaffering,NA,TRUE
M0008,534,GF,Angern an der March-Marchfeld,NA,NA,TRUE
M0009,24-43-20/1,HO,Archlebov-Maliny,Horní Maliny,NA,TRUE
M0010,836,MI,Asparn an der Zaya-Schwaze Lacke,Ladenbrunner Wald,NA,TRUE
M0013,NA,OC,Babice u Šternberka-Dlouhé,NA,NA,TRUE
M0014,FT9,TR,Bačice-Padělky,"Bačice II, Naproti lomu",NA,TRUE
M0015,24-33-16/4,TR,Bačice-Pode vsí,"Naproti kamenolomu, Bačice I",NA,TRUE
M0016,FT438,TR,Bačkovice-Za mlýnem,NA,NA,TRUE
M0017,NA,UH,Bánov-U Zbela,NA,NA,TRUE
M0018,FT156,ZN,Bantice-Am Berg,NA,NA,TRUE
M0019,650,GF,Baumgarten an der March-Bienenstand,NA,NA,TRUE
M0020,13,GF,Baumgarten an der March-Kirchenfeld,Kirchfeld,NA,TRUE
M0021,24-24-13/3,PV,Bedihošť-cukrovar,NA,NA,TRUE
M0022,24-24-13/5,PV,Bedihošť-Dolní padělky,"Padělky, Horní padělek",NA,TRUE
M0023,24-24-13/4,PV,Bedihošť-Václavovice,"Lavkovy, areál ZD",NA,TRUE
M0024,FT282,BO,Bedřichovice-Malé pole,autodíly Hájek,Šlapanice?,TRUE
M0025,FT191,BO,Bedřichovice-Zlámaniny,NA,NA,TRUE
M0026,34-11-02/2,ZN,Běhařovice-Za kostelem,U kostela,NA,TRUE
M0027,34-11-02/2,ZN,Běhařovice-Za kostelem II,stavba silnice,NA,TRUE
M0028,NA,ZL,Bělov-Horní pole,NA,NA,TRUE
M0029,NA,PR,Beňov-Dolní újezd,NA,NA,TRUE
M0030,NA,MI,Bernahardsthal- Aulüssen,NA,NA,FALSE
M0031,373,MI,Bernhardsthal-Aulüssen,NA,NA,TRUE
M0032,397,MI,Bernhardsthal-Sandgrube,NA,NA,TRUE
M0033,334,MI,Bernhardsthal-Werlehen,NA,NA,TRUE
M0034,25-31-06/4,KM,Bezměrov-hliník,Měřičný u potoka,NA,TRUE
M0035,NA,KM,Bezměrov-Hrubé teruty,NA,NA,TRUE
M0036,25-13-25/1,KM,Bílavsko-Chlum,NA,NA,TRUE
M0037,25-13-25/4,KM,Bílavsko-Nový trávník,"Polámaná, SZ okraj intravilánu",NA,TRUE
M0038,24-41-16/4,BO,Bílovice nad Svitavou-Hradisko,Hradiště,NA,TRUE
M0039,24-23-05/3,PV,Bílovice u Prostějova-Hrad u Bílovic,Na hradě,NA,TRUE
M0040,24-24-01/18,PV,Bílovice u Prostějova-Meziluží,U splavu,NA,TRUE
M0041,NA,PV,Bílovice u Prostějova-Padělek,Padělky,NA,TRUE
M0042,NA,UH,Bílovice u Uherského Hradiště-Padělky u boru,NA,NA,TRUE
M0043,24-21-07/3,SY,Biskupice u Jevíčka-U zastávky,NA,NA,TRUE
M0044,FT453,ZN,Bítov-Pískoviště u borovic,Soutok Želetavky a Dyje,"+Bartík 2015, DP",TRUE
M0045,FT410,ZN,Blanné I,NA,NA,TRUE
M0046,24-24-04/2,OC,Blatec-cihelna U Kocandy,"Jungmannova cihelna, cihelna MNV",NA,TRUE
M0047,23-44-23/2,TR,Blatnice IV,Blatnice IV,NA,TRUE
M0048,NA,HO,Blatnice pod Svatým Antonínkem-Sv. Antoníček,NA,NA,TRUE
M0049,23-44-23/3,TR,Blatnice-Padělky,Blatnice VI,NA,TRUE
M0050,23-44-23/1,TR,Blatnice-U lesa Ochoz,Blatnice I.,NA,TRUE
M0051,23-44-24/32,TR,Blatnice-U spálených padělků,Blatnice V,NA,TRUE
M0052,FT91,KM,Blišice-Přídanky,Kraví hora; Koryčany-,NA,TRUE
M0053,24-34-25/7,BO,Blučina-Cezavy,Výhon,"NZ č.j.2238/58, B. Novotný, materiál v MZM, viděl, 119292, 11296-297",TRUE
M0054,24-34-20/16,BO,Blučina-Dlouhé,NA,NA,TRUE
M0055,FT90,BO,Blučina-Spodní Kolberky,"Přídanky u Piškouse, Přidánky u Rybárny",NA,TRUE
M0056,24-34-25/13,BO,Blučina-Štumberky,NA,NA,TRUE
