id,site,accuracy,surface,altitude,X,Y
M0297,Gaweinstal-Junggebirge,2,TRUE,206,-609407,-1239430
M0298,Gnadendorf-Im Vorrain,2,FALSE,256,-620482,-1222590
M0299,Gnadendorf-südwestlich hinter der Ortschaft,1,FALSE,263,-620799,-1223040
M0300,Grafensulz-Haltergarten,2,FALSE,232,-617721,-1230331
M0302,Grešlové Mýto-Mírovec,2,FALSE,390,-652505.9375,-1178056.917
M0303,Grešlové Mýto-Pode mlýnem,2,FALSE,374,-653381,-1178123
M0304,Grešlové Mýto-V sazích u kapličky,3,FALSE,396,-652879.8542,-1178393.375
M0305,Großschweinbarth-,2,TRUE,161,-604564,-1248406
M0306,Großschweinbarth-Freibergen,2,TRUE,224,-606825,-1246332
M0307,Grub an der March-Äußere Wiesenäcker,2,FALSE,147,-589537,-1247468
M0308,Grub an der March-Haspelberg,3,TRUE,192,-590602,-1247692
M0309,Grub an der March-Unterhaspel,3,FALSE,147,-589640,-1247568
M0310,Guttenbrunn-Sauberg,2,FALSE,298,-606153,-1210027
M0311,Habrovany-Blatice,2,FALSE,300,-577092.759,-1158135.362
M0312,Habrovany-Díly za dráhou,2,TRUE,284,-577427.7639,-1160523.231
M0313,Habrovany-u zámku,1,FALSE,317,-578332.7665,-1158983.528
M0315,Hagenberg-Hinter der Zeil,1,TRUE,296,-615176,-1221696
M0316,Hanfthal-Walkenhübel,2,TRUE,190,-622094,-1212919
M0317,Haňovice-Dolní konec,1,FALSE,252,-560522,-1110407
M0318,Hauskirchen-Unterfeld,3,TRUE,214,-595262,-1227435
M0319,Havřice-Nad zahrádky,2,NA,210,-526494,-1186996
M0320,Hejčín-Mrštíkovo náměstí,2,NA,216,-547655,-1120111
M0321,Herrnbaumgarten-Auf der Breiten,2,FALSE,225,-599823,-1217759
M0322,Herrnbaumgarten-Buchholzacker,2,TRUE,240,-597027,-1217802
M0323,Herrnbaumgarten-Tennauwald,3,NA,260,-599343,-1213779
M0324,Hlboké-Padzelky,3,TRUE,312,-544762,-1227314
M0325,Hlboké-Sochorovské,2,TRUE,318,-544489,-1228138
M0326,Hlinsko-Nad Zbružovým,2,NA,300,-523885,-1133830
M0327,Hlinsko-Podhůra,3,NA,300,-523541,-1133944
M0328,Hlinsko-U větrného mlýna,3,TRUE,354,-523713,-1135173
M0329,Hlinsko-Za mlynářovým,2,TRUE,340,-523826,-1135250
M0330,Hlivice-U vepřína,3,NA,260,-560250,-1099391
M0331,Hluboké Mašůvky-Hradisko,2,FALSE,321,-645417,-1184706
M0332,Hluboké Mašůvky-Nivky,1,FALSE,329,-644206.6111,-1186207.269
M0333,Hluchov-Podkahance,2,NA,314,-566957,-1126002
M0334,Hluchov-Zadní stříbrné,1,NA,380,-566668,-1124288
M0335,Hluk-Paligr,3,NA,228,-534256,-1190639
M0336,Hnanice IV,3,NA,308,-648823,-1198306
M0337,Hnanice-Hraběcí hora,3,TRUE,314,-649388,-1199273
M0338,Hnanice-U roty,2,TRUE,297,-648895.6794,-1198737.195
M0339,Hněvotín-Nový trávník,3,NA,215,-554915,-1125067
M0340,Hněvotín-U struhy,3,NA,230,-554015,-1124368
M0341,Hnojice-Mošťanky,2,TRUE,233,-548824,-1105716
M0342,Hobersdorf-Schloßäcker,3,TRUE,188,-602764,-1229783
M0343,Hodonice-Loydova cihelna,2,FALSE,218,-634331,-1196754
M0344,Hodonice-Na vinici,2,FALSE,234,-634998,-1196418
M0345,Hohenau-,2,TRUE,150,-583716,-1229161
M0346,Hohenau-,3,TRUE,180,-586015,-1226111
M0347,Hohenau-Föhrenhügel,2,TRUE,150,-581220,-1228147
M0348,Hohenau-Gestüt Wiese,2,TRUE,151,-582091,-1227623
M0349,Hohenau-Gestüt Wiese,2,TRUE,150,-582134,-1228213
M0350,Hohenau-Hochleiten,2,TRUE,156,-583187,-1226405
M0351,Hohenau-Hrutka,2,TRUE,150,-582422,-1228521
M0352,Holásky-Písníky,1,FALSE,217,-595335,-1166865
M0353,Holubice-Pod Holubskou,2,TRUE,271,-583913.7418,-1163690.522
M0354,Horákov-Čtvrtky,2,FALSE,343,-588298,-1159777
M0355,Horákov-Horka,2,TRUE,361,-589581,-1159045
M0356,Horákov-Macocha,2,FALSE,278,-587674,-1160135
M0357,Horákov-Ořechová seč,1,FALSE,354,-588907,-1159973
M0358,Horákov-Remíse,2,TRUE,320,-588546.4994,-1160127.057
M0359,Hörersdorf-Gaisstall,2,TRUE,288,-610272,-1223117
M0360,Horka nad Moravou-Spodní kaluhy,3,TRUE,219,-549423,-1117471
M0361,Horky u Stínavy-Na Křemeli,3,NA,350,-569309,-1132225
M0362,Horní Dunajovice-Kuchyňkova cihelna,2,FALSE,262,-633488,-1184064
M0363,Horní Dunajovice-Na vinohradské,2,FALSE,276,-634084,-1183679
M0364,Horní Dunajovice-Na záhumenicích,2,TRUE,251,-633214,-1184259
M0365,Horní Sukolom-Lihovarské,3,TRUE,250,-552727,-1097090
M0366,Horní Újezd u Třebíče-Mejtnice,2,TRUE,461,-655438.4649,-1161127.032
M0367,Horní Újezd u Třebíče-Panské,2,FALSE,475,-653099,-1161050
M0368,Horní Věstonice-Na Lukách,2,FALSE,169,-601205,-1194921
M0369,Hostěradice na Moravě-JV obce,2,FALSE,209,-626103,-1185667
M0370,Hostim-Amerika,3,TRUE,403,-651725,-1175267
M0371,Hostim-pole nad Radkovským mlýnem,3,TRUE,393,-650839,-1176024
M0372,Hostim-Těchovec,2,TRUE,407,-651669.8892,-1173331.796
M0373,Hostim-Za Ovčínem,2,NA,410,-651378,-1175695
M0374,Hovorany-Újezdy,2,TRUE,198,-568445,-1190905
M0375,Hradčany u Prostějova-Nad mlýnem,2,TRUE,240,-558774,-1146172
M0376,Hradčany u Tišnova-Pod horkou,3,TRUE,250,-608052.9825,-1144493.772
M0377,Hradčovice-Újezdy,2,NA,204,-529479,-1184435
M0378,Hradisko-Hradisko,1,NA,222,-543077,-1152324
M0379,Hrotovice-Mstěnice,2,FALSE,348,-638473,-1169273
M0380,Hrotovice-Na panské nivě,3,FALSE,429,-639762,-1165250
M0381,Hrotovice-Votavova cihelna,3,FALSE,398,-637884.2425,-1165473.219
M0382,Hroznová Lhota-Čtvrtky,3,TRUE,220,-541629,-1197253
M0383,Hrubčice-Košíky,NA,NA,210,-552993,-1136650
M0384,Hrubčice-Nebnahy,NA,NA,211,-553179,-1136283
M0385,Hrubšice-intravilán,2,TRUE,225,-621267,-1169841
M0386,Hrubšice-Nad řekou,3,TRUE,274,-622524,-1169738
M0387,Hruška-Nivky,1,NA,248,-551949,-1146775
M0388,Hrušovany u Brna-SV intravilán,2,FALSE,182,-654446,-1177726
M0389,Hrušovany u Brna-U tří mostů,2,FALSE,188,-654446,-1177466
M0390,"Hulín-Padělky, pískovna",3,TRUE,194,-533607,-1155841
M0391,Hulín-U Isidorka,1,NA,194,-535365,-1152383
M0392,Hulín-U obrázku,1,NA,195,-533453,-1152963
M0393,Hulín-Višňovce,1,NA,195,-533212,-1153695
M0394,Hustopeče u Brna-Příčky,2,FALSE,219,-592108.6738,-1187920.275
M0395,Hustopeče-dálniční nájezd,2,TRUE,200,-592017,-1188725
M0396,Huštěnovice-Tegly,3,NA,190,-536898,-1176219
M0397,Hvozdec u Veverské Bitýšky-Proti skalce,2,TRUE,313,-610186,-1154157
M0398,Chaloupky u Otaslavic-Obrova noha,1,NA,420,-564084,-1143092
M0399,Chaloupky u Otaslavic-Žákovec,3,TRUE,390,-563743,-1141335
M0400,Charvátská Nová Ves-Líbivá,1,NA,158,-584823,-1209002
M0401,Charváty-hliník,2,NA,207,-547452,-1129644
M0402,Cholina-Horní farské,3,NA,310,-561594,-1112793
M0403,Cholina-školní zahrada,2,NA,268,-561047,-1112864
M0404,Chornice 2c,3,TRUE,335,-583844,-1108380
M0405,Chornice-Kelinky,3,TRUE,366,-585382,-1110003
M0406,Chornice-Pod hušákem,1,NA,380,-585052,-1109467
M0407,Chořelice-Nad hliníkem,2,TRUE,240,-558502,-1110874
M0408,Chořelice-za Teslou,2,NA,230,-558271,-1109388
M0409,Chrudichromy-Čtvrti,1,FALSE,334,-593156,-1126686
M0410,Chudčice-intavilán,2,FALSE,252,-607827,-1149073
M0411,Chudčice-U dubu,3,FALSE,297,-609720,-1153954
M0412,Chvalatice-Růžový kopec,2,TRUE,390,-664298,-1182577
M0413,Ivaň na Hané-Nivky,NA,TRUE,200,-549060,-1141462
M0414,Ivančice-cihelna,2,NA,240,-615851,-1168232
M0415,Ivančice-Dolní Špýry,2,FALSE,292,-615187,-1167484
M0416,Ivančice-Knížecí les,3,TRUE,374,-654446,-1165911
M0417,Ivančice-Loučky,3,TRUE,242,-654446,-1168026
M0418,Ivančice-Mřenková ul.,3,FALSE,224,-654446,-1168619
M0419,Ivančice-Nové hory,3,FALSE,266,-615192,-1168547
M0420,Ivančice-Panovského cihelna,3,FALSE,242,-615536,-1168738
M0421,Ivanovice na Hané-Padělky za cihelnou,2,NA,235,-562055,-1154034
M0422,Ivanovice na Hané-Spravedlnost,2,NA,216,-559960,-1152022
M0423,Ivanovice na Hané-U Chvalkovic,3,NA,214,-560742,-1151862
M0424,Ivanovice na Hané-Za střediskem,2,NA,240,-561067,-1153481
M0425,Ivanovice-Pod Habřím,2,FALSE,256,-599373.3088,-1153280.368
M0426,Jabloňany-kravín,2,FALSE,316,-595422.4583,-1130215.304
M0427,Jabloňany-Sedliska,2,TRUE,348,-595085.9309,-1131029.595
M0428,Jakubov-Pri starom mlyne,3,TRUE,150,-585209,-1249387
M0429,Jakubov-Prostredné pole,3,TRUE,150,-583087,-1248644
M0430,Jamolice-Čertova hráz,2,NA,370,-626153,-1169120
M0431,Jamolice-Hájky,3,TRUE,371,-627532,-1170674
M0432,Jarohněvice-Rozdíly,NA,NA,210,-541734,-1158371
M0433,Jaroměřice nad Rokytnou-Kopanina,3,TRUE,458,-649627,-1166921
M0434,Jaroměřice nad Rokytnou-Niva pod dráhou,1,FALSE,431,-652522,-1166465
M0435,Jaroměřice nad Rokytnou-Spolek,3,TRUE,427,-649948,-1166192
M0436,Jaroměřice nad Rokytnou-Štěpánovská trať,2,TRUE,433,-650477.3437,-1164630.784
M0437,Jaroměřice nad Rokytnou-V košíkovém,2,TRUE,426,-651548,-1165067
M0438,Jaroměřice nad Rokytnou-Za forotou,3,TRUE,430,-651855,-1166575
M0439,Jaroměřice nad Rokytnou-Žabík,2,TRUE,474,-649164,-1166838
M0440,Jaroměřice-Čtvrtě pod hájky,3,NA,350,-583925,-1113632
M0441,Jaroměřice-Na hójezdech,3,TRUE,360,-583698,-1114235
M0442,Jedenspeigen-Bahnfeld,2,TRUE,148,-585577,-1240187
M0443,Jedenspeigen-Dammfeld,2,TRUE,148,-585577,-1240187
M0444,Jedenspeigen-Östlich des Dammfeldes,2,TRUE,147,-586749,-1241680
M0445,Jedenspeigen-Schafhofbreiten,2,TRUE,148,-586438,-1241723
M0446,Jedenspeigen-Schafhofbreiten,2,TRUE,148,-586744,-1242019
M0447,Jedenspeigen-Wimmerauwiesen,2,TRUE,147,-586136,-1241788
M0448,Jemnice-Nad Jandovem,2,TRUE,465,-676045,-1171874
M0449,Jemnice-Nad Týnicí,2,FALSE,457,-675731.1042,-1173369.5
M0450,Jemnice-Padělky za šibenicí,2,TRUE,460,-677136,-1170496
M0451,Jemnice-Široké,2,TRUE,484,-673683,-1171673
M0452,Jestřebí-Hrubé dílce,2,TRUE,309,-595480.1971,-1137241.01
M0453,Jetzelsdorf-Fundstelle 1,NA,FALSE,211,-644375,-1210449
M0454,Jetzelsdorf-Rabenberg,NA,FALSE,262,-644461,-1207816
M0455,Jevíčko-předměstí 19,3,TRUE,388,-585649,-1111368
M0456,Jevišovice-Na příčných,3,TRUE,341,-644978,-1178911
M0457,Jevišovka-Nová ul.,2,FALSE,177,-612543,-1200018
M0458,Ježov-Díly,2,TRUE,242,-556210.031,-1183963.197
M0459,Jinačovice-Klínky,2,TRUE,294,-603176,-1153198
M0460,Jinačovice-Za sýčkami,1,FALSE,308,-602914,-1152734
M0461,Jiřice u Moravských Budějovic-Na širokých,2,TRUE,394,-649981,-1176926
M0462,Jiřice u Moravských Budějovic-Pod Borovým,2,TRUE,358,-649947.105,-1177878.947
M0463,Jiříkovice-Díly,2,FALSE,235,-587599.9265,-1164408.716
M0464,Jundrov-Optátova,2,FALSE,217,-602002.1692,-1158450.908
M0465,Jundrov-U jezírka,2,TRUE,301,-603644.9008,-1158419.003
M0466,Kadov-zahrada J. Šidla,3,FALSE,274,-624105,-1181629
M0468,Kdousov-U Cihelny,2,TRUE,426,-669556,-1175778
M0469,Kdousov-U Křížku,2,TRUE,454,-670798,-1176450
M0470,Kelč-Staré Město-Pod Šibenky,3,TRUE,320,-508590,-1138854
M0471,Kettlasbrunn-Mistelbacher Breiten,2,FALSE,217,-604524,-1233099
M0472,Kettlasbrunn-Opersdorferfeld,3,TRUE,212,-604661,-1230894
M0473,Kladeruby nad Oslavou-Na vlčinském,2,FALSE,360,-629218,-1163268
M0474,Kladníky-Záhumenky,NA,NA,330,-523370,-1136095
M0475,Kleinhadersdorf-Bockfeld,1,TRUE,230,-605893,-1218764
M0476,Kleinhadersdorf-In Gründen,3,TRUE,236,-605522,-1218902
M0477,Kleinhöflein-Kühlüssen,2,FALSE,234,-647220,-1203896
M0478,Kleinsierndorf-Ratscherberg,2,FALSE,324,-632955,-1222038
M0479,Klenovice na Hané-Kolečkářky,2,NA,204,-550996,-1141660
M0480,Klenovice na Hané-Louky za Ovčinou,NA,TRUE,200,-551743,-1140889
M0481,Klenovice na Hané-Noviny,NA,NA,200,-550780,-1140902
M0482,Klenovice na Hané-Zábraní,NA,TRUE,200,-551322,-1140661
M0483,Klentnice- Länger Acker,2,TRUE,338,-599161,-1200497
M0484,Klentnice-Hirschwald,2,FALSE,340,-599517.8125,-1198556.375
M0485,Klentnice-Stará hora,1,TRUE,350,-598643,-1201250
M0486,Klentnice-Za kovárnou,2,FALSE,332,-599768,-1198812
M0487,Kloboučky-Padělky za humny,2,FALSE,290,-569748,-1171788
M0488,Kloboučky-Za školou,3,TRUE,240,-570202.0009,-1170726.541
M0489,Klobouky u Brna-Hradisko,2,FALSE,311,-583093,-1185236
M0490,Klobouky u Brna-Novosady,3,FALSE,221,-582378,-1186252
M0491,Klobouky u Brna-Za psinky,3,TRUE,266,-582365,-1183883
M0492,Klopina-Na lánech,2,NA,320,-561774,-1095510
M0493,Klopina- U Křemelice,2,FALSE,320,-561747,-1094614
M0494,Kniníčky-Sokolské koup.,1,FALSE,247,-604369,-1154716
M0495,Kniníčky-U luhu,2,TRUE,265,-603440.9635,-1155160.367
M0496,Kniníčky-U tří křížů,2,TRUE,390,-607128,-1150713
M0497,Kobeřice u Brna-Čtvrtě,2,TRUE,235,-579796.0406,-1175509.299
M0498,Kobeřice u Brna-Nová pole,2,FALSE,323,-578633.4539,-1175318.337
M0499,Kobeřice-Padělky,2,NA,265,-559451,-1144493
M0500,Kobylí na Moravě-Lumperky,3,FALSE,273,-582957,-1191887
M0501,Kobylí na Moravě-U jezera,2,FALSE,188,-580294.4331,-1191236.616
M0502,Kobylnice u Brna-Rozdíly,3,FALSE,216,-589693.2724,-1167443.354
M0503,Kobylnice u Brna-Rybníky,1,FALSE,206,-590080,-1168451
M0504,Kobylničky-Kozlének,2,NA,346,-565324,-1142409
M0505,Kohoutovice-Na široké,2,TRUE,360,-603110,-1160129
M0506,Kojatice-Smilová,2,TRUE,500,-666059,-1173872
M0507,Kojetín-Babiny,NA,TRUE,200,-548576,-1150050
M0508,Kojetín-Kroměřížská,2,NA,200,-545842,-1148832
M0509,Kojetín-Nad Křenovskou lávkou,2,NA,200,-548680,-1149999
M0510,Kokory-Zákostelky,3,NA,242,-538910,-1133344
M0511,Količín-Šeblínek,2,NA,201,-531238,-1152673
M0512,Količín-Újezd,3,NA,205,-530579,-1152699
M0513,Komín-Kouty,3,TRUE,315,-602107.9502,-1153695.83
M0514,Komín-Luhy,2,TRUE,219,-602869.0683,-1156681.956
M0515,Komín-Nivy,2,FALSE,212,-601503.6558,-1157764.686
M0516,Komín-Padělky u Medlánek,2,TRUE,271,-601284.1545,-1155252.974
M0517,Komín-Pod vinohrady,2,TRUE,220,-601957.6217,-1157334.845
M0518,Komořany na Moravě-U cihelny,2,FALSE,254,-576430,-1160220
M0519,Kordula-Na jitrech,2,TRUE,320,-632815.1975,-1172127.964
M0520,Kostelany nad Moravou-Roztoky,3,TRUE,180,-542773,-1183520
M0521,Kostelec na Hané-K Čelechovicím,2,NA,255,-561318,-1128707
M0522,Kostelec na Hané-Kozí brada,1,NA,250,-561498,-1128710
M0523,Kostelec na Hané-Niva,2,FALSE,330,-565006,-1126804
M0524,Kostelec na Hané-Prostřední pololány,2,TRUE,261,-562586,-1128462
M0525,Kostelec na Hané-Srážka,2,NA,246,-562630,-1128676
M0526,Kostelec na Hané-Trnka,2,NA,255,-560589,-1128866
M0527,Kostelec na Hané-Za cihelnou,2,NA,258,-562218,-1128253
M0528,Kostice-Louky u lesa,2,FALSE,156,-580596,-1214415
M0529,Kostníky-Jezevčiny,3,TRUE,453,-671966.0773,-1179614.848
M0530,Kostníky-Sedliště,2,TRUE,429,-670243.9419,-1178080.765
M0531,Kostolište-Piesočné,3,TRUE,163,-579421,-1245971
M0532,Kotáry-Chochola,2,NA,365,-566576,-1147115
M0533,Kotáry-Melice,2,NA,330,-565559,-1148574
M0534,Kounické Předměstí-Réna,2,TRUE,283,-615404,-1170318
M0536,Koválov-Chrasci,3,TRUE,296,-556049,-1218376
M0537,Koválov-Koválovca,2,TRUE,256,-553759,-1218204
M0538,Koválov-Okrušky od Unína,2,TRUE,235,-555815,-1219393
M0539,Koválov-Vinohrádky,3,TRUE,244,-554911,-1219249
M0540,Kovalovice-Díly,1,FALSE,297,-583604,-1161352
M0541,Kovalovice-Na rovinách,2,FALSE,305,-582805,-1162249
M0542,Kozlany-Hošťálky,2,FALSE,442,-637085.7708,-1157963.375
M0543,Kralice na Hané-Kralický háj,1,FALSE,212,-555935,-1134623
M0544,Kralice na Hané-Noviny,3,NA,210,-555245,-1135023
M0545,Kralice nad Oslavou-Klínky,2,TRUE,408,-627450,-1157911
M0546,Kralice nad Oslavou-Pivovárky,2,TRUE,413,-627206,-1156553
M0547,Kralice nad Oslavou-Posměch,2,TRUE,398,-627850,-1158234
M0548,Králová-kóta 272,2,NA,272,-561138,-1099794
M0549,Králová-u silnice do Benkova,2,NA,245,-559837,-1101194
M0550,Královo Pole-Božetěchova,1,FALSE,221,-598610,-1157173
M0551,Královo Pole-Kulhan,2,TRUE,228,-598912,-1155749
M0552,Královopolské Vážany-Horka,2,TRUE,351,-579764.1635,-1159238.794
M0553,Kramolín-Babské díly,2,FALSE,444,-633357,-1163203
M0554,Kramolín-Hradisko,2,FALSE,378,-635203,-1162888
M0555,Krasice-Kopaniny,2,NA,270,-562342,-1135684
M0556,Krasice-U hřbitova,2,NA,235,-560549,-1134440
M0557,Kravsko-Hradiště,3,TRUE,340,-646046,-1185047
M0558,Kravsko-Mastník,3,TRUE,323,-646397,-1186600
M0559,Kroměříž-Kotojedská,1,NA,196,-539560,-1156711
M0560,Kroměříž-Újezd u svatého Františka,2,NA,200,-541370,-1153698
M0561,Kroměříž-Velehradská,2,NA,200,-540669,-1156718
M0562,Krumsín-Kněží hora,2,TRUE,320,-565447,-1135420
M0563,Krumsín-Na Mokři,2,NA,310,-567184,-1135440
M0564,Křelov-Za chaloupkami,NA,TRUE,310,-550736,-1119875
M0565,Křemačov-Strinberg,3,NA,390,-570633,-1096383
M0566,Křemenec-Pod dědinou,2,TRUE,405,-572603,-1120877
M0567,Křenovice u Kojetína-Hradisko,2,NA,230,-547413,-1151759
M0568,Křenovice u Kojetína-Koráb,2,NA,200,-547843,-1151366
M0569,Křenovice u Kojetína-Vinice,1,NA,225,-547872,-1151806
M0570,Křenovice u Slavkova-Dolní nádr.,2,TRUE,210,-582401.704,-1168031.441
M0571,Křenovice u Slavkova-u trati,2,TRUE,206,-581431.8649,-1168577.2
M0572,Křenovice u Slavkova-Zelnice,2,TRUE,214,-583003.6601,-1167441.155
M0573,Křepice u Hustopečí-intravilán,2,FALSE,248,-592537.6937,-1183301.311
M0574,Křepice u Hustopečí-Záhumenice,2,FALSE,251,-592082.8855,-1183389.623
M0575,Křepice-Čtvrtky,2,FALSE,346,-637578,-1179259
M0576,Křepice-Hradisko,2,FALSE,335,-636791,-1181320
M0577,Křepice-Za hájkem,3,FALSE,339,-637658,-1178421
M0578,Křižanovice u Bučovic-Padělky,2,FALSE,213,-574352.1801,-1169333.147
M0579,Křižanovice u Bučovic-Padělky nad hliníkem,2,TRUE,256,-573959,-1170081
M0580,Křižanovice u Vyškova-,2,FALSE,250,-566676,-1154101
M0581,Kubšice-U vedrovických hranic,2,NA,243,-615080,-1179978
M0582,Kudlovice-Zámeza,3,NA,240,-538006,-1172239
M0583,Kuchařovice-Dolní Kasperek,1,FALSE,308,-639628,-1192541
M0584,Kunov-Horekončie,2,TRUE,260,-545386,-1222763
M0585,Kunov-Medzikružie,2,NA,250,-545406,-1222028
M0586,Kunov-Nádemenice,2,NA,250,-545611,-1222281
M0587,Kunov-Starý cintorín,2,TRUE,244,-546036,-1222750
M0588,Kunov-zahrada domu č. 57,1,TRUE,223,-545939,-1222452
M0589,Kunov-Záhrobné diely,2,NA,240,-546032,-1222996
M0590,Kunov-Záchrastie,2,TRUE,274,-545161,-1222464
M0591,Kunovice u Uherského Hradiště-Let,2,NA,178,-538225,-1184606
M0592,Kunovice u Uherského Hradiště-Nedbalova cilhelna,NA,NA,200,-536746,-1184550
M0593,Kunovice u Uherského Hradiště-Nová Čtvrť,NA,NA,198,-537349,-1184646
M0594,Kunovice-Ve Slínech,3,TRUE,390,-508164,-1142862
M0595,Kurdějov-Holý vrch,3,TRUE,397,-589421,-1186570
M0596,Kuřim-Blanenská,1,FALSE,310,-602159,-1147317
M0597,Kuřim-Křivé,1,FALSE,280,-603354,-1149070
M0598,Kuřim-Na zahrádkách,2,FALSE,297,-602266,-1147869
M0599,Kuřim-Nad nivkami pod Zlobicí,2,TRUE,333,-603318,-1146492
M0600,Kuřim-Pod Toskou,2,FALSE,308,-601738.0181,-1147434.642
M0601,Kuřim-Rybníky,2,FALSE,324,-600760.3107,-1147080.651
M0602,Kuřim-U kopečku,1,FALSE,315,-601046.6552,-1147282.294
M0603,Kuřim-U Marušky,3,FALSE,328,-602194,-1151182
M0604,Kuřim-Ve vedlejších,1,FALSE,300,-601281,-1148987
M0605,Kuřim-Za kostelem,3,FALSE,326,-602386,-1150797
M0606,Kuřim-Za sv. Jánem,2,FALSE,314,-601706.1464,-1149601.582
M0607,Kuřim-Za Špihlíkem,2,FALSE,314,-603473,-1146789
M0608,Kuřim-Záruba,2,NA,370,-602045,-1147778
M0609,Kvačice-Chylický rybník,2,NA,176,-542415,-1188067
M0610,Kvítkovice u Otrokovice-Přední mezicestí,1,FALSE,202,-529741,-1167360
M0611,Kyjov-komín sklárny,2,NA,190,-562709,-1185775
M0612,Kyjov-Újezd,3,NA,200,-561822,-1185335
M0613,Kyjovice-Nad silnicí,2,FALSE,206,-633185,-1188365
M0614,Kyjovice-Sutny,2,FALSE,268,-636206.0171,-1189716.093
M0615,Kyjovice-Zahrada F. Krejčího,3,TRUE,229,-633608,-1188455
M0616,Laa an der Thaya-Inneres Gerichtsfeld,2,TRUE,178,-618721,-1210461
M0617,Láb-Pálenice,2,TRUE,148,-582080,-1255500
M0618,Láb-Tri tále,3,NA,141,-583328,-1256484
M0619,Labuty-Juřičkův kopec,3,TRUE,273,-555412.0238,-1182066.089
M0620,Labuty-Újezd za humny,2,TRUE,269,-555848.9922,-1181166.03
M0621,Lakšárska Nová Ves-kravíny JRD,2,FALSE,214,-562911,-1232493
M0622,Lamač-Jamy 2,3,FALSE,200,-577950,-1274182
M0623,Lančov-Za kapličkou,3,TRUE,437,-661946,-1184409
M0624,Lanzendorf-Sandgrube,2,TRUE,218,-607836,-1231010
M0625,Lanžhot-Podsedky,2,FALSE,169,-576755,-1214889
M0626,Laškov - Na příčkách,2,TRUE,314,-564487,-1120314
M0627,Laškov-Na kuse,2,NA,295,-564195,-1120695
M0628,Láz u Nových Syrovic-U nového rybníka,3,TRUE,441,-660954.6678,-1174824.2
M0629,Lazce u Troubelic-U staré matky,2,NA,241,-555989,-1098317
M0630,Lazce u Troubelic–Vystříbro,3,TRUE,241,-556647,-1097280
M0631,Lázy-říšská dálnice,3,NA,366,-583864,-1106557
M0632,Lednice na Moravě-Nejdecké roviny,2,FALSE,161,-589631,-1205872
M0633,Lednice na Moravě-Podholmy,3,TRUE,203,-586773.9217,-1207217.5
M0634,Lechotice-Podlesí,2,FALSE,232,-526271,-1159983
M0635,Lechovice-parcela 424/21,2,FALSE,321,-630549,-1193008
M0636,Lelekovice-hrad,1,FALSE,300,-598978,-1149899
M0637,Lelekovice-intravilán,2,FALSE,273,-599395,-1150283
M0638,Leodagger-Lange Vierteln,2,TRUE,309,-658353,-1206663
M0639,Lesná u Znojma-Horní prátna,3,TRUE,460,-654368,-1186950
M0640,Lesná u Znojma-U lihovaru,3,TRUE,458,-654824,-1186009
M0641,Lesonice u Moravského Krumlova-Močidla,3,TRUE,265,-621246.6875,-1179197.125
M0642,Lesůňky-cihlena,2,TRUE,447,-654881.7441,-1164322.724
M0643,Lesůňky-Loch,2,TRUE,452,-655042,-1164223
M0644,Lesůňky-nad soutokem,2,TRUE,444,-655082.8317,-1163750.836
M0645,Lesůňky-Tvrz,3,TRUE,440,-654005,-1164479
M0646,Lesůňky-U boroví,2,TRUE,482,-654329.9271,-1162444.628
M0647,Lesůňky-U dubu,2,TRUE,478,-654129,-1162702
M0648,Lesůňky-U tvrze,2,TRUE,435,-654572,-1164162
M0649,Lešany u Prostějova-Na dluhošticích,3,TRUE,290,-565156,-1129614
M0650,Lešany u Prostějova-U doubku,2,NA,310,-565474,-1130024
M0651,Lešany u Prostějova-V Syrovátkách,2,NA,300,-565358,-1129258
M0652,Lešany u Prostějova-Za Hemerkovým,2,NA,286,-564953,-1130395
M0653,Letkovice-intravilán,2,FALSE,209,-617475,-1169827
M0654,Letkovice-Pod kolibkami,3,TRUE,217,-618324,-1169866
M0655,Letonice-Mezi hájky,3,TRUE,386,-573991,-1165067
M0656,Letošov-cihlelna,3,TRUE,243,-565417.7803,-1169804.605
M0657,Letošov-Půllány,3,TRUE,293,-565842,-1170588
M0658,Lhánice-Černice,2,TRUE,325,-627134,-1166842
M0659,Lhánice-Kolonie,1,FALSE,325,-627464,-1166806
M0660,Lhánice-Kopanina,2,FALSE,352,-627365,-1167812
M0661,Lhánice-Na hrádku,2,TRUE,332,-627687,-1168052
M0662,Lhánice-Vodavek,2,TRUE,325,-627523,-1166847
M0663,Lhánice-zemědělské družstvo,1,FALSE,331,-626871,-1167070
M0664,Lhota u Lipníka nad Bečvou-Dlouhé hony,2,TRUE,336,-522148,-1134771
M0665,Lhota u Lipníka nad Bečvou-Dlouhé hony,NA,TRUE,338,-522129,-1134693
M0666,Lhotice u Jemnice-Široké,2,TRUE,484,-673692,-1171718
M0667,Lhotka u Kroměříže-Padělky od Zelinky,3,NA,280,-542636,-1163074
M0668,Líbivá-u nadjezdu nad dráhou,2,NA,260,-568691,-1096496
M0669,Lipov-Padělky,2,TRUE,215,-540588,-1198901
M0670,Lipůvka-Klíny,2,TRUE,346,-599730.6118,-1145047.243
M0671,Lipůvka-Nad cihelnou,2,TRUE,369,-599962.2351,-1144735.615
M0672,Lipůvka-Pod habřím,2,TRUE,352,-600696,-1143452
M0673,Lipůvka-Pod Maňůvkou u Trojice,2,TRUE,332,-600605,-1145305.993
