orig,rowid,orig_id,point_x,point_y,region,site,site_note,accuracy,surface,altitude,source,note,chrono1,chrono2,chrono1_label,chrono2_label
m,M0523,"24-24-01/8,10",-565006,-1126804,PV,Kostelec na Hané-Niva,3,2,FALSE,330,Kalábková 2009; Šmíd 2017,NA,TRB,TRB Baalberg,TRB,TRB Baalberg
m,M0523,"24-24-01/8,10",-565006,-1126804,PV,Kostelec na Hané-Niva,3,2,FALSE,330,Kalábková 2009; Šmíd 2017,NA,TRB,TRB Boleraz/Saalzm,TRB,TRB Boleraz/Saalzmund
m,M0524,24-24-01/21,-562586,-1128462,PV,Kostelec na Hané-Prostřední pololány,NA,2,TRUE,261,Kalábková 2009; Malá 2011,NA,LgK,LgK II,LgK,LgK II
m,M0525,N,-562630,-1128676,PV,Kostelec na Hané-Srážka,NA,2,NA,246,Kalábková 2009,NA,LgK,NA,LgK,NA
m,M0526,"24-24-02/7, 24-24-02/8",-560589,-1128866,PV,Kostelec na Hané-Trnka,"Kozí Brada, Trněnka",2,NA,255,Kalábková 2009,NA,LgK,LgK II,LgK,LgK II
m,M0526,"24-24-02/7, 24-24-02/8",-560589,-1128866,PV,Kostelec na Hané-Trnka,"Kozí Brada, Trněnka",2,NA,255,Kalábková 2009,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M0527,24-24-01/22,-562218,-1128253,PV,Kostelec na Hané-Za cihelnou,"Rolnická cihelna, Záhumení, Za branou",2,NA,258,Kalábková 2009,NA,LgK,LgK II,LgK,LgK II
m,M0527,24-24-01/22,-562218,-1128253,PV,Kostelec na Hané-Za cihelnou,"Rolnická cihelna, Záhumení, Za branou",2,NA,258,Kalábková 2009,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M0528,FT73,-580596,-1214415,BV,Kostice-Louky u lesa,NA,2,FALSE,156,NA,NA,LgK,NA,LgK,NA
m,M0529,33-21-15/4,-671966.07727,-1179614.84757,TR,Kostníky-Jezevčiny,"Brindlmajs, U suché máje, Na panské nivě u Bründelmaisů,",3,TRUE,453,NA,NA,LgK,NA,LgK,NA
m,M0530,33-21-10/5,-670243.941878,-1178080.765,TR,Kostníky-Sedliště,NA,2,TRUE,429,NA,NA,LgK,LgK II,LgK,LgK II
m,M0531,x,-579421,-1245971,MA,Kostolište-Piesočné,NA,3,TRUE,163,"Elschek, Marková 2000",NA,LgK,LgK II,LgK,LgK II
m,M0532,24-42-01/21,-566576,-1147115,VY,Kotáry-Chochola,Podivice-Chochola,2,NA,365,"Kalábková 2009; Šmíd, Matějíčková 2013; Šmíd 2017",P.K. uvádí katastr Podivice,LgK,LgK II,LgK,LgK II
m,M0532,24-42-01/21,-566576,-1147115,VY,Kotáry-Chochola,Podivice-Chochola,2,NA,365,"Kalábková 2009; Šmíd, Matějíčková 2013; Šmíd 2017",P.K. uvádí katastr Podivice,TRB,TRB Boleraz/Saalzm,TRB,TRB Boleraz/Saalzmund
m,M0533,24-42-01/15,-565559,-1148574,VY,Kotáry-Melice,NA,2,NA,330,Kalábková 2009,P.K. i SAS chybně lokalizují katastr,LgK,LgK II,LgK,LgK II
m,M0534,FT181,-615404,-1170318,BO,Kounické Předměstí-Réna,Ivančice-,2,TRUE,283,NA,NA,LgK,LgK II,LgK,LgK II
m,M0536,x,-556049,-1218376,SI,Koválov-Chrasci,Chrasť,3,TRUE,296,Drahošová 2005,NA,LgK,NA,LgK,NA
m,M0537,x,-553759,-1218204,SI,Koválov-Koválovca,NA,2,TRUE,256,Drahošová 2005,NA,LgK,NA,LgK,NA
m,M0538,x,-555815,-1219393,SI,Koválov-Okrušky od Unína,NA,2,TRUE,235,Tencer 2008,NA,LgK,NA,LgK,NA
m,M0539,x,-554911,-1219249,SI,Koválov-Vinohrádky,NA,3,TRUE,244,Drahošová 2005,NA,LgK,NA,LgK,NA
m,M0540,FT222,-583604,-1161352,BO,Kovalovice-Díly,NA,1,FALSE,297,NA,NA,LgK,NA,LgK,NA
m,M0541,24-43-03/1,-582805,-1162249,BO,Kovalovice-Na rovinách,NA,2,FALSE,305,NA,Ivančice,LgK,NA,LgK,NA
m,M0542,24-33-02/2,-637085.770833,-1157963.375,TR,Kozlany-Hošťálky,"Díly dolní, (též Třesov)",2,FALSE,442,NA,NA,LgK,LgK II,LgK,LgK II
m,M0543,24-24-08/6,-555935,-1134623,PV,Kralice na Hané-Kralický háj,NA,1,FALSE,212,Šmíd 2007b; Fojtík 2020,NA,LgK,NA,LgK,NA
m,M0543,24-24-08/6,-555935,-1134623,PV,Kralice na Hané-Kralický háj,NA,1,FALSE,212,Šmíd 2007b; Fojtík 2020,NA,TRB,NA,TRB,NA
m,M0543,24-24-08/6,-555935,-1134623,PV,Kralice na Hané-Kralický háj,NA,1,FALSE,212,Šmíd 2007b; Fojtík 2020,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M0544,N,-555245,-1135023,PV,Kralice na Hané-Noviny,NA,3,NA,210,Kalábková 2009,NA,LgK,LgK II,LgK,LgK II
m,M0545,FT270,-627450,-1157911,TR,Kralice nad Oslavou-Klínky,NA,2,TRUE,408,NA,+ústní sdělení M. Kuča,LgK,NA,LgK,NA
m,M0546,FT271,-627206,-1156553,TR,Kralice nad Oslavou-Pivovárky,NA,2,TRUE,413,NA,NA,LgK,NA,LgK,NA
m,M0547,FT269,-627850,-1158234,BK,Kralice nad Oslavou-Posměch,NA,2,TRUE,398,NA,NA,LgK,NA,LgK,NA
m,M0547,FT269,-627850,-1158234,BK,Kralice nad Oslavou-Posměch,NA,2,TRUE,398,NA,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M0548,14-44-16/1,-561138,-1099794,OC,Králová-kóta 272,I k.ú. Hlivice,2,NA,272,Konopová 2013,výskyt KNP v objektech KLPP,TRB,NA,TRB,NA
m,M0549,14-44-16/2,-559837,-1101194,OC,Králová-u silnice do Benkova,NA,2,NA,245,Kalábková 2009,NA,LgK,NA,LgK,NA
m,M0549,14-44-16/2,-559837,-1101194,OC,Králová-u silnice do Benkova,NA,2,NA,245,Kalábková 2009,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M0550,24-32-24/2,-598610,-1157173,BM,Královo Pole-Božetěchova,FIT,1,FALSE,221,NA,+ SAS,LgK,LgK II,LgK,LgK II
m,M0550,24-32-24/2,-598610,-1157173,BM,Královo Pole-Božetěchova,FIT,1,FALSE,221,NA,+ SAS,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M0551,FT325,-598912,-1155749,BM,Královo Pole-Kulhan,NA,2,TRUE,228,NA,Ševčíková – reference jen k VK,LgK,LgK II,LgK,LgK II
m,M0552,24-41-23/11,-579764.163482,-1159238.79416,VY,Královopolské Vážany-Horka,NA,2,TRUE,351,NA,NA,LgK,NA,LgK,NA
m,M0552,24-41-23/11,-579764.163482,-1159238.79416,VY,Královopolské Vážany-Horka,NA,2,TRUE,351,NA,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M0553,24-33-08/5,-633357,-1163203,TR,Kramolín-Babské díly,NA,2,FALSE,444,NA,Západomoravské muzeum v Třebíči,LgK,LgK II,LgK,LgK II
m,M0554,24-33-07/4,-635203,-1162888,TR,Kramolín-Hradisko,NA,2,FALSE,378,Koštuřík 1975-76; Koštuřík 2007,VK v MZM 43384,LgK,LgK II,LgK,LgK II
m,M0554,24-33-07/4,-635203,-1162888,TR,Kramolín-Hradisko,NA,2,FALSE,378,Koštuřík 1975-76; Koštuřík 2007,VK v MZM 43384,TRB,TRB Baalberg,TRB,TRB Baalberg
m,M0554,24-33-07/4,-635203,-1162888,TR,Kramolín-Hradisko,NA,2,FALSE,378,Koštuřík 1975-76; Koštuřík 2007,VK v MZM 43384,TRB,TRB Boleraz/Saalzm,TRB,TRB Boleraz/Saalzmund
m,M0554,24-33-07/4,-635203,-1162888,TR,Kramolín-Hradisko,NA,2,FALSE,378,Koštuřík 1975-76; Koštuřík 2007,VK v MZM 43384,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M0555,24-24-11/15,-562342,-1135684,PV,Krasice-Kopaniny,Kopaninky,2,NA,270,Kalábková 2009,NA,LgK,LgK II,LgK,LgK II
m,M0556,24-24-12/14,-560549,-1134440,PV,Krasice-U hřbitova,"Krasická ulice, kostel sv. Petra",2,NA,235,Kalábková 2009; Malá 2011,NA,LgK,LgK II,LgK,LgK II
m,M0556,24-24-12/14,-560549,-1134440,PV,Krasice-U hřbitova,"Krasická ulice, kostel sv. Petra",2,NA,235,Kalábková 2009; Malá 2011,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M0557,FT125,-646046,-1185047,ZN,Kravsko-Hradiště,Hradisko,3,TRUE,340,NA,NA,LgK,LgK I,LgK,LgK I
m,M0558,33-22-20/1,-646397,-1186600,ZN,Kravsko-Mastník,NA,3,TRUE,323,NA,NA,LgK,NA,LgK,NA
m,M0559,NA,-539560,-1156711,KM,Kroměříž-Kotojedská,NA,1,NA,196,"Fojtík, Popelka 2018a",NA,LgK,NA,LgK,NA
m,M0559,NA,-539560,-1156711,KM,Kroměříž-Kotojedská,NA,1,NA,196,"Fojtík, Popelka 2018a",NA,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M0560,25-31-06/12,-541370,-1153698,KM,Kroměříž-Újezd u svatého Františka,NA,2,NA,200,"Martin Moník, Petra Veselá; Berkovec, Peška 2005",NA,LgK,LgK II,LgK,LgK II
m,M0560,25-31-06/12,-541370,-1153698,KM,Kroměříž-Újezd u svatého Františka,NA,2,NA,200,"Martin Moník, Petra Veselá; Berkovec, Peška 2005",NA,TRB,TRB Baalberg,TRB,TRB Baalberg
m,M0561,NA,-540669,-1156718,KM,Kroměříž-Velehradská,"Rybalkova kasárna, Pekelce",2,NA,200,Parma 2013,NA,LgK,NA,LgK,NA
m,M0562,24-24-11/4,-565447,-1135420,PV,Krumsín-Kněží hora,NA,2,TRUE,320,Kalábková 2009,NA,LgK,LgK II,LgK,LgK II
m,M0563,24-23-15/10,-567184,-1135440,PV,Krumsín-Na Mokři,Mokř,2,NA,310,Kalábková 2009; Malá 2011,NA,LgK,LgK II,LgK,LgK II
m,M0564,24-22-18/7,-550736,-1119875,OC,Křelov-Za chaloupkami,NA,NA,TRUE,310,Kalábková 2009,NA,LgK,LgK II,LgK,LgK II
m,M0565,14-43-14/5,-570633,-1096383,SU,Křemačov-Strinberg,"Kamenná, Na hruškách, i k.ú. Květín",3,NA,390,Kalábková 2009; Tomancová 2016,NA,LgK,LgK II,LgK,LgK II
m,M0565,14-43-14/5,-570633,-1096383,SU,Křemačov-Strinberg,"Kamenná, Na hruškách, i k.ú. Květín",3,NA,390,Kalábková 2009; Tomancová 2016,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M0566,24-21-19/8,-572603,-1120877,PV,Křemenec-Pod dědinou,Nad dědinou,2,TRUE,405,Kalábková 2009,NA,LgK,LgK II,LgK,LgK II
m,M0567,24-42-10/1,-547413,-1151759,PR,Křenovice u Kojetína-Hradisko,(předpolí hradiska),2,NA,230,Kalábková 2009,NA,LgK,NA,LgK,NA
m,M0567,24-42-10/1,-547413,-1151759,PR,Křenovice u Kojetína-Hradisko,(předpolí hradiska),2,NA,230,Kalábková 2009,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M0568,24-42-10/2,-547843,-1151366,PR,Křenovice u Kojetína-Koráb,NA,2,NA,200,"Kalábková 2009; Archiv M. Zápotocké, Kutná Hora",NA,SBK,SBK Early,SBK,SBK Early
m,M0568,24-42-10/2,-547843,-1151366,PR,Křenovice u Kojetína-Koráb,NA,2,NA,200,"Kalábková 2009; Archiv M. Zápotocké, Kutná Hora",NA,LgK,LgK II,LgK,LgK II
m,M0568,24-42-10/2,-547843,-1151366,PR,Křenovice u Kojetína-Koráb,NA,2,NA,200,"Kalábková 2009; Archiv M. Zápotocké, Kutná Hora",NA,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M0569,N,-547872,-1151806,PR,Křenovice u Kojetína-Vinice,NA,1,NA,225,Kršková 2014,NA,LgK,LgK II,LgK,LgK II
m,M0570,24-43-08/9,-582401.70404,-1168031.44143,VY,Křenovice u Slavkova-Dolní nádr.,U východního nádraží,2,TRUE,210,NA,MZM,LgK,LgK II,LgK,LgK II
m,M0571,24-43-08/21,-581431.864875,-1168577.19999,VY,Křenovice u Slavkova-u trati,podél železniční trati,2,TRUE,206,NA,NA,LgK,LgK II,LgK,LgK II
m,M0572,24-43-08/5,-583003.660102,-1167441.15455,VY,Křenovice u Slavkova-Zelnice,"Adrysíkova cihelna, Misákova cihelna",2,TRUE,214,NA,NA,LgK,NA,LgK,NA
m,M0572,24-43-08/5,-583003.660102,-1167441.15455,VY,Křenovice u Slavkova-Zelnice,"Adrysíkova cihelna, Misákova cihelna",2,TRUE,214,NA,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M0573,34-21-01/9,-592537.693652,-1183301.31066,BV,Křepice u Hustopečí-intravilán,středověké a novověké jádro,2,FALSE,248,NA,"+sbírky RMM, inv.č. A22430-A22491",LgK,LgK II,LgK,LgK II
m,M0574,34-21-01/11,-592082.885483,-1183389.62322,BV,Křepice u Hustopečí-Záhumenice,NA,2,FALSE,251,NA,A 9516-A 9537,LgK,LgK II,LgK,LgK II
m,M0575,FT126,-637578,-1179259,ZN,Křepice-Čtvrtky,NA,2,FALSE,346,NA,NA,LgK,LgK I,LgK,LgK I
m,M0576,34-11-07/1,-636791,-1181320,ZN,Křepice-Hradisko,NA,2,FALSE,335,NA,MZM; Šmíd 1994,LgK,LgK II,LgK,LgK II
m,M0576,34-11-07/1,-636791,-1181320,ZN,Křepice-Hradisko,NA,2,FALSE,335,NA,MZM; Šmíd 1994,TRB,TRB Baalberg,TRB,TRB Baalberg
m,M0576,34-11-07/1,-636791,-1181320,ZN,Křepice-Hradisko,NA,2,FALSE,335,NA,MZM; Šmíd 1994,TRB,TRB Boleraz/Saalzm,TRB,TRB Boleraz/Saalzmund
m,M0577,FT418,-637658,-1178421,ZN,Křepice-Za hájkem,NA,3,FALSE,339,NA,NA,LgK,NA,LgK,NA
m,M0578,24-43-10/7,-574352.180145,-1169333.14681,VY,Křižanovice u Bučovic-Padělky,Přední padělky,2,FALSE,213,Šmíd 2017,AÚ-depo?,LgK,NA,LgK,NA
m,M0578,24-43-10/7,-574352.180145,-1169333.14681,VY,Křižanovice u Bučovic-Padělky,Přední padělky,2,FALSE,213,Šmíd 2017,AÚ-depo?,TRB,TRB Baalberg,TRB,TRB Baalberg
m,M0579,NA,-573959,-1170081,VY,Křižanovice u Bučovic-Padělky nad hliníkem,NA,2,TRUE,256,sdělení Lubomír Vrána,NA,LgK,LgK I,LgK,LgK I
m,M0580,NA,-566676,-1154101,VY,Křižanovice u Vyškova-,NA,2,FALSE,250,"Kazdová 2001; Čižmář, Oliva 2001",NA,SBK,SBK Early,SBK,SBK Early
m,M0581,FT360,-615080,-1179978,ZN,Kubšice-U vedrovických hranic,NA,2,NA,243,NA,Moravský Krumlov,SBK,NA,SBK,NA
m,M0582,NA,-538006,-1172239,UH,Kudlovice-Zámeza,Lípí,3,NA,240,Vaškových 2007,NA,LgK,NA,LgK,NA
m,M0583,FT127,-639628,-1192541,ZN,Kuchařovice-Dolní Kasperek,NA,1,FALSE,308,NA,NA,LgK,LgK I,LgK,LgK I
m,M0584,x,-545386,-1222763,SI,Kunov-Horekončie,NA,2,TRUE,260,Drahošová 2005,NA,LgK,LgK I,LgK,LgK I
m,M0585,x,-545406,-1222028,SI,Kunov-Medzikružie,Medzi kružím,2,NA,250,Drahošová 2005,NA,LgK,NA,LgK,NA
m,M0586,x,-545611,-1222281,SI,Kunov-Nádemenice,Nadmlynice,2,NA,250,Drahošová 2005,NA,LgK,NA,LgK,NA
m,M0587,x,-546036,-1222750,SI,Kunov-Starý cintorín,Diely za cintorínom,2,TRUE,244,Drahošová 2005; 9x_70čj.pdf AÚ SAV Nitra,NA,LgK,LgK I,LgK,LgK I
m,M0588,x,-545939,-1222452,SI,Kunov-zahrada domu č. 57,p. Jamárik,1,TRUE,223,Tencer 2008,NA,LgK,NA,LgK,NA
m,M0589,x,-546032,-1222996,SI,Kunov-Záhrobné diely,Koncové diely,2,NA,240,Drahošová 2005,NA,LgK,NA,LgK,NA
m,M0590,x,-545161,-1222464,SI,Kunov-Záchrastie,Podborie,2,TRUE,274,Drahošová 2005; 9x_70čj.pdf AÚ SAV Nitra,NA,LgK,NA,LgK,NA
m,M0591,25-33-22/5,-538225,-1184606,UH,Kunovice u Uherského Hradiště-Let,NA,2,NA,178,SAS,NA,LgK,NA,LgK,NA
m,M0592,N,-536746,-1184550,UH,Kunovice u Uherského Hradiště-Nedbalova cilhelna,NA,NA,NA,200,Vaškových 2007,NA,LgK,NA,LgK,NA
m,M0593,N,-537349,-1184646,UH,Kunovice u Uherského Hradiště-Nová Čtvrť,NA,NA,NA,198,NA,"Hanák, K. 1931: Pohled do pravěkých sídlišť, pohřebišť a hradišť ve Starém Městě u Uherského Hradiště, Sborník Velehradský NŘ 2, 8-14.",LgK,NA,LgK,NA
m,M0594,NA,-508164,-1142862,VS,Kunovice-Ve Slínech,NA,3,TRUE,390,"Španihel, Kašparová 2018",NA,TRB,NA,TRB,NA
m,M0595,FT69,-589421,-1186570,BV,Kurdějov-Holý vrch,NA,3,TRUE,397,NA,RMM 72/83,LgK,NA,LgK,NA
m,M0596,NA,-602159,-1147317,BO,Kuřim-Blanenská,NA,1,FALSE,310,Bíško 2018a,NA,LgK,NA,LgK,NA
m,M0597,24-32-13/10,-603354,-1149070,BO,Kuřim-Křivé,Knínická 1577,1,FALSE,280,Přichystal 2018c; Přichystal 2019a,NA,SBK,NA,SBK,NA
m,M0597,24-32-13/10,-603354,-1149070,BO,Kuřim-Křivé,Knínická 1577,1,FALSE,280,Přichystal 2018c; Přichystal 2019a,NA,LgK,NA,LgK,NA
m,M0598,24-32-09/21,-602266,-1147869,BO,Kuřim-Na zahrádkách,"ul. Na zahrádkách, Bezručova čtvrť",2,FALSE,297,NA,NA,LgK,NA,LgK,NA
m,M0599,24-32-08/9,-603318,-1146492,BO,Kuřim-Nad nivkami pod Zlobicí,Nad nivkami pod Zlobici,2,TRUE,333,NA,NA,LgK,NA,LgK,NA
m,M0600,24-32-09/11,-601738.018142,-1147434.64214,BO,Kuřim-Pod Toskou,"Za zahradou u rybníka, Rybník za Zárubou",2,FALSE,308,NA,"Šlapanice, Detailní chronologie dle PV 39, s. 296",LgK,NA,LgK,NA
m,M0601,24-32-09/8,-600760.310697,-1147080.65146,BO,Kuřim-Rybníky,"Bělč, Německý hřbitov, Rybníky",2,FALSE,324,NA,NA,LgK,NA,LgK,NA
m,M0601,24-32-09/8,-600760.310697,-1147080.65146,BO,Kuřim-Rybníky,"Bělč, Německý hřbitov, Rybníky",2,FALSE,324,NA,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M0602,24-32-09/9,-601046.655177,-1147282.2937,BO,Kuřim-U kopečku,Záhoří do klínů,1,FALSE,315,NA,NA,LgK,LgK I,LgK,LgK I
m,M0603,NA,-602194,-1151182,BO,Kuřim-U Marušky,NA,3,FALSE,328,NA,NA,LgK,NA,LgK,NA
m,M0604,N,-601281,-1148987,BO,Kuřim-Ve vedlejších,NA,1,FALSE,300,Přichystal 2019d,NA,LgK,NA,LgK,NA
m,M0604,N,-601281,-1148987,BO,Kuřim-Ve vedlejších,NA,1,FALSE,300,Přichystal 2019d,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M0605,FT232,-602386,-1150797,BO,Kuřim-Za kostelem,Klín u Jinačovic,3,FALSE,326,NA,NA,LgK,NA,LgK,NA
m,M0606,24-32-14/7,-601706.14637,-1149601.58174,BO,Kuřim-Za sv. Jánem,NA,2,FALSE,314,NA,Datace dle SAS,LgK,NA,LgK,NA
m,M0607,24-32-08/10,-603473,-1146789,BO,Kuřim-Za Špihlíkem,NA,2,FALSE,314,NA,NA,SBK,SBK Early,SBK,SBK Early
m,M0607,24-32-08/10,-603473,-1146789,BO,Kuřim-Za Špihlíkem,NA,2,FALSE,314,NA,NA,LgK,LgK II,LgK,LgK II
m,M0607,24-32-08/10,-603473,-1146789,BO,Kuřim-Za Špihlíkem,NA,2,FALSE,314,NA,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M0609,35-11-02/4,-542415,-1188067,UH,Kvačice-Chylický rybník,Chylický rybník,2,NA,176,Vaškových 2007,NA,LgK,NA,LgK,NA
m,M0609,35-11-02/4,-542415,-1188067,UH,Kvačice-Chylický rybník,Chylický rybník,2,NA,176,Vaškových 2007,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M0610,25-31-24/1,-529741,-1167360,ZL,Kvítkovice u Otrokovice-Přední mezicestí,NA,1,FALSE,202,"Fojtík, Popelka 2019",NA,LgK,NA,LgK,NA
m,M0611,N,-562709,-1185775,HO,Kyjov-komín sklárny,NA,2,NA,190,Šmíd 2017,NA,TRB,TRB Baalberg,TRB,TRB Baalberg
m,M0612,N,-561822,-1185335,HO,Kyjov-Újezd,NA,3,NA,200,Šmíd 2017,NA,TRB,TRB Baalberg,TRB,TRB Baalberg
m,M0613,34-11-18/4,-633185,-1188365,ZN,Kyjovice-Nad silnicí,NA,2,FALSE,206,NA,NA,SBK,NA,SBK,NA
m,M0614,34-11-18/9,-636206.017121,-1189716.09347,ZN,Kyjovice-Sutny,NA,2,FALSE,268,NA,NA,SBK,SBK Early,SBK,SBK Early
m,M0614,34-11-18/9,-636206.017121,-1189716.09347,ZN,Kyjovice-Sutny,NA,2,FALSE,268,NA,NA,LgK,LgK I,LgK,LgK I
m,M0614,34-11-18/9,-636206.017121,-1189716.09347,ZN,Kyjovice-Sutny,NA,2,FALSE,268,NA,NA,LgK,LgK II,LgK,LgK II
m,M0615,FT157,-633608,-1188455,ZN,Kyjovice-Zahrada F. Krejčího,NA,3,TRUE,229,NA,Moravský Krumlov,LgK,NA,LgK,NA
m,M0616,863,-618721,-1210461,MI,Laa an der Thaya-Inneres Gerichtsfeld,NA,2,TRUE,178,Toriser 1975,NA,LgK,NA,LgK,NA
m,M0616,863,-618721,-1210461,MI,Laa an der Thaya-Inneres Gerichtsfeld,NA,2,TRUE,178,Toriser 1975,NA,TRB,TRB Baalberg,TRB,TRB Baalberg
m,M0617,x,-582080,-1255500,MA,Láb-Pálenice,NA,2,TRUE,148,Nevizánsky 2005,NA,TRB,TRB Boleraz/Saalzm,TRB,TRB Boleraz/Saalzmund
m,M0618,x,-583328,-1256484,MA,Láb-Tri tále,NA,3,NA,141,"Hromada, Vrablec, Turčan 2000",NA,LgK,NA,LgK,NA
m,M0619,24-44-24/12,-555412.023846,-1182066.08869,HO,Labuty-Juřičkův kopec,NA,3,TRUE,273,NA,NA,LgK,LgK I,LgK,LgK I
m,M0620,24-44-24/10,-555848.992186,-1181166.03045,HO,Labuty-Újezd za humny,NA,2,TRUE,269,NA,NA,LgK,LgK I,LgK,LgK I
m,M0621,x,-562911,-1232493,SE,Lakšárska Nová Ves-kravíny JRD,NA,2,FALSE,214,Nevizánsky 2005,NA,TRB,TRB Boleraz/Saalzm,TRB,TRB Boleraz/Saalzmund
m,M0622,x,-577950,-1274182,BA,Lamač-Jamy 2,NA,3,FALSE,200,Sedlák 2013,NA,LgK,NA,LgK,NA
m,M0622,x,-577950,-1274182,BA,Lamač-Jamy 2,NA,3,FALSE,200,Sedlák 2013,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M0623,FT476,-661946,-1184409,ZN,Lančov-Za kapličkou,Bachstelzenfeld,3,TRUE,437,NA,NA,LgK,LgK II,LgK,LgK II
m,M0624,710,-607836,-1231010,MI,Lanzendorf-Sandgrube,NA,2,TRUE,218,Mitscha-Märheim 1930b,NA,LgK,NA,LgK,NA
m,M0625,34-23-20/3,-576755,-1214889,BV,Lanžhot-Podsedky,NA,2,FALSE,169,NA,RMM a AÚ,LgK,NA,LgK,NA
m,M0626,24-22-16/8,-564487,-1120314,PV,Laškov - Na příčkách,NA,2,TRUE,314,Kalábková 2009,NA,LgK,LgK II,LgK,LgK II
m,M0627,24-22-16/6,-564195,-1120695,PV,Laškov-Na kuse,Na kuse I.,2,NA,295,Šmíd 1997; Šmíd 2017,i LgK Iia,TRB,TRB Boleraz/Saalzm,TRB,TRB Boleraz/Saalzmund
m,M0628,33-22-02/3,-660954.667842,-1174824.19956,TR,Láz u Nových Syrovic-U nového rybníka,NA,3,TRUE,441,NA,NA,LgK,NA,LgK,NA
m,M0629,14-44-12/3,-555989,-1098317,OC,Lazce u Troubelic-U staré matky,Pod Vystříbrem; I k.ú. Medlov,2,NA,241,Kalábková 2009; Konopová 2013,NA,LgK,NA,LgK,NA
m,M0629,14-44-12/3,-555989,-1098317,OC,Lazce u Troubelic-U staré matky,Pod Vystříbrem; I k.ú. Medlov,2,NA,241,Kalábková 2009; Konopová 2013,NA,TRB,TRB Boleraz/Saalzm,TRB,TRB Boleraz/Saalzmund
m,M0629,14-44-12/3,-555989,-1098317,OC,Lazce u Troubelic-U staré matky,Pod Vystříbrem; I k.ú. Medlov,2,NA,241,Kalábková 2009; Konopová 2013,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
m,M0630,14-44-12/4,-556647,-1097280,OC,Lazce u Troubelic–Vystříbro,i k.ú. Medlov a Troubelice,3,TRUE,241,Kalábková 2009,NA,LgK,LgK II,LgK,LgK II
m,M0631,24-21-01/3,-583864,-1106557,SY,Lázy-říšská dálnice,RAB,3,NA,366,Jarůšková-Štrof 2014,NA,LgK,LgK II,LgK,LgK II
m,M0632,34-23-07/9,-589631,-1205872,BV,Lednice na Moravě-Nejdecké roviny,"Hoselochy, Zelinářský hon",2,FALSE,161,NA,NA,LgK,LgK II,LgK,LgK II
m,M0633,34-23-08/2,-586773.921713,-1207217.49961,BV,Lednice na Moravě-Podholmy,Bohnhalmaecker,3,TRUE,203,NA,"sbírky RMM, A/M 1032",LgK,LgK II,LgK,LgK II
m,M0634,NA,-526271,-1159983,KM,Lechotice-Podlesí,NA,2,FALSE,232,"Fojtík, Popelka 2020",NA,LgK,NA,LgK,NA
m,M0635,N,-630549,-1193008,ZN,Lechovice-parcela 424/21,NA,2,FALSE,321,Cibulka 2019,NA,LgK,NA,LgK,NA
m,M0636,24-32-14/2,-598978,-1149899,BO,Lelekovice-hrad,NA,1,FALSE,300,NA,NA,LgK,LgK II,LgK,LgK II
m,M0637,24-32-14/3,-599395,-1150283,BO,Lelekovice-intravilán,NA,2,FALSE,273,NA,NA,LgK,NA,LgK,NA
m,M0638,A36,-658353,-1206663,HL,Leodagger-Lange Vierteln,NA,2,TRUE,309,NA,NA,LgK,LgK II,LgK,LgK II
m,M0639,NA,-654368,-1186950,ZN,Lesná u Znojma-Horní prátna,NA,3,TRUE,460,"Hetflaiš 2015a, b",NA,LgK,NA,LgK,NA
m,M0640,NA,-654824,-1186009,ZN,Lesná u Znojma-U lihovaru,NA,3,TRUE,458,"Hetflaiš 2015a, b",NA,SBK,NA,SBK,NA
m,M0640,NA,-654824,-1186009,ZN,Lesná u Znojma-U lihovaru,NA,3,TRUE,458,"Hetflaiš 2015a, b",NA,LgK,NA,LgK,NA
m,M0641,34-11-05/5,-621246.6875,-1179197.125,ZN,Lesonice u Moravského Krumlova-Močidla,Klínky,3,TRUE,265,NA,Moravský Krumlov,SBK,SBK Early,SBK,SBK Early
m,M0641,34-11-05/5,-621246.6875,-1179197.125,ZN,Lesonice u Moravského Krumlova-Močidla,Klínky,3,TRUE,265,NA,Moravský Krumlov,LgK,NA,LgK,NA
