orig,rowid,orig_id,point_x,point_y,region,site,site_note,accuracy,surface,altitude,source,note,chrono1,chrono2,chrono1_label,chrono2_label
b,C0483,PD-JC-1184,-660682,-1022072,JC,Sobčice-U lomu,písečník pana Nádvorníka,2,NA,258,"Domečka L. 1900-1: Nálezy předhistorické v severovýchodních Čechách, PA 19, 389-  394",NA,SBK,NA,SBK,NA
b,C0484,P-0343-00130,-667666,-1010272,JC,Soběraz-Červenice,NA,2,TRUE,334,BZO 1996-97,NA,SBK,NA,SBK,NA
b,C0485,P-0343-00143,-667634,-1010809,JC,Soběraz-Pod trním,NA,2,FALSE,320,"BZO 1996-97; Hájek L. 1940: Ročenka muzejního spolku v Jičíně VI,116; Kalferst J., Prostředník J. 1993: Pojizerský sborník, 16-47.",NA,SBK,NA,SBK,NA
b,C0486,P-0334-00198,-683460,-1007653,JC,Sobotka-U křížku,i k.ú. Čálovice,2,TRUE,314,BZO 1998,NA,SBK,NA,SBK,NA
b,C0487,P-0334-00266,-691595,-1006525,MB,Solec-Mezi Solci,NA,2,TRUE,250,BZO 2002,NA,SBK,NA,SBK,NA
b,C0488,NA,-648051,-1031169,HK,Sovětice-Skalka,NA,2,FALSE,280,"Vokolek, Zápotocký 2009; Kalferst J.: BZO 1986/87, 425 d. Praha.",NA,SBK,NA,SBK,NA
b,C0488,NA,-648051,-1031169,HK,Sovětice-Skalka,NA,2,FALSE,280,"Vokolek, Zápotocký 2009; Kalferst J.: BZO 1986/87, 425 d. Praha.",NA,LgK,LgK II,LgK,LgK II
b,C0489,P-1342-00666; P-1342-00644,-649319.85,-1064965.19,PA,Staré Jesenčany-Kopanina,NA,2,FALSE,236,Burgert 2013,NA,SBK,SBK Late,SBK,SBK Late
b,C0490,HK-7076,-667344,-1033455,HK,Starý Bydžov-Obecní písník u kóty 287,pískovna Na Kamenci,3,NA,284,"Vokolek, Zápotocký 2009",NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0491,JV-1356,-681903,-1060478,KO,Starý Kolín-u hřbitova,NA,2,NA,200,"Dvořák F.: Kolinsko 1936, str.20,136; Hrala J.: KDP 1968,202.",NA,SBK,NA,SBK,NA
b,C0492,P-1324-00060,-647001,-1041327,HK,Stěžery-,"parc. č. 605/1,4",1,FALSE,261,Doležel 2012,NA,TRB,NA,TRB,NA
b,C0493,HK-1272,-647014,-1040397,HK,Stěžery-U cihelny,parc.č. 193/2,2,TRUE,264,"Kalferst J. 1995: Výzkum na stavbě plynovodu ve Stěžerách, Zpravodaj KMVČ 21, 41-4",NA,SBK,NA,SBK,NA
b,C0494,HK-1275,-647387,-1040651,HK,Stěžery-U hřbitova,NA,2,NA,270,"Domečka L.-Sál F.L. 1928: Královéhradecko, 263; Stocký A. 1926: Pravěk země české I. Věk kamenný, 169; archiv M. Zápotocké, Kutná Hora",NA,SBK,SBK Late,SBK,SBK Late
b,C0495,P-1342-00192,-639490,-1069205,CR,Stíčany-Za sady,parc. č. 76-80; i k.ú. Vejvanovice,2,TRUE,243,Doležel 2012,NA,TRB,NA,TRB,NA
b,C0496,NA,-702260,-1031811,NB,Straky-severní okraj obce,NA,1,FALSE,194,Lutovský a kol. 2010,NA,SBK,SBK Early,SBK,SBK Early
b,C0497,P-1313-01165; P-1313-01164; P-1313-01072,-723254,-1037391,PH,Stránka u Brandýsa nad Labem-,NA,1,FALSE,220,AMČR,NA,TRB,NA,TRB,NA
b,C0498,AA1023,-738448,-1046231,A,Strašnice-pískovny pod Bohdalcem,NA,2,NA,230,"Axamit J. 1915: PA XXVII, 81",NA,TRB,NA,TRB,NA
b,C0499,P-0334-00345,-677477,-1016533,JC,Střevač-U Jordánu,NA,2,TRUE,284,BZO 2008; AMČR,NA,SBK,SBK Early,SBK,SBK Early
b,C0501,P-1341-00381,-678630,-1064317,KH,Svatý Mikuláš-U studánky,NA,2,FALSE,210,AMČR,NA,SBK,NA,SBK,NA
b,C0502,NA-JT-7083,-627703,-1023569,"NA",Svinišťany-intravilán,NA,2,TRUE,288,"Zpravodaj KMVČ XVI/1, 1989: 3-19. Hradec Králové",NA,SBK,SBK Late,SBK,SBK Late
b,C0503,NA-JT-1149,-628310,-1023609,"NA",Svinišťany-Muka,NA,2,TRUE,285,BZO 1978-79,NA,SBK,NA,SBK,NA
b,C0504,NA,-699860,-1057306,KO,Svojšice u Kouřimi-u cukrovaru,NA,3,NA,248,"Dvořák F.: Kolinsko 1936, str.148; Filip J. 1956: Keltové ve střední Evropě, 383.",NA,TRB,NA,TRB,NA
b,C0506,NA,-737748,-1051888,A,Šeberov-Na proutcích,NA,2,FALSE,290,Polišenský 2005,NA,SBK,SBK Late,SBK,SBK Late
b,C0506,NA,-737748,-1051888,A,Šeberov-Na proutcích,NA,2,FALSE,290,Polišenský 2005,NA,LgK,NA,LgK,NA
b,C0507,P-1313-01249; P-1313-00874,-721673,-1050393,PH,Škvorec-ul. Za Zahradami,NA,1,FALSE,213,AMČR,NA,SBK,NA,SBK,NA
b,C0508,P-1313-00176,-720841,-1050205,PH,Škvorec-,NA,2,TRUE,306,BZO 1993-95,NA,SBK,NA,SBK,NA
b,C0509,NA,-690410,-1057194,KO,Štítary u Kolína-V šornici,PIII,1,FALSE,230,"Stolz, Malyková 2017; Zápotocký et al. 2019",NA,SBK,SBK Late,SBK,SBK Late
b,C0509,NA,-690410,-1057194,KO,Štítary u Kolína-V šornici,PIII,1,FALSE,230,"Stolz, Malyková 2017; Zápotocký et al. 2019",NA,TRB,TRB Baalberg,TRB,TRB Baalberg
b,C0510,P-1332-00386; ADC-16474,-690406,-1057539,KO,Štítary u Kolína-Za Dvorem,Za školou,2,FALSE,240,"BZO 2000; archiv M. Zápotocké, Kutná Hora",NA,SBK,SBK Late,SBK,SBK Late
b,C0511,ADC-16473,-690428,-1057960,KO,Štítary u Kolína-Na stráni,pole p. Tahala,3,FALSE,240,"Dvořák F.: 1936,148; Novotný B.: 1950.18; Rulf J. 1983: PA 74; Stocký A.: 1926,172; Vávra 1981",NA,LgK,LgK I,LgK,LgK I
b,C0511,ADC-16473,-690428,-1057960,KO,Štítary u Kolína-Na stráni,pole p. Tahala,3,FALSE,240,"Dvořák F.: 1936,148; Novotný B.: 1950.18; Rulf J. 1983: PA 74; Stocký A.: 1926,172; Vávra 1981",NA,LgK,LgK II,LgK,LgK II
b,C0512,ADC-31378,-712085,-1045896,KO,Štolmíř-,NA,3,TRUE,226,"Vávra M. 1987: BZO 1984-85, 204-5",NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0513,JV-1387,-713333,-1047497,KO,Štolmíř-kravín,NA,2,FALSE,230,"Šneidrová K.: AR 7 1955, str.20",NA,TRB,NA,TRB,NA
b,C0514,AN/NB – 1317,-703178,-1048742,KO,Tatce-V dolních čtverých,Na háji,2,FALSE,212,"BZO 1968; Justová J. 1965: AR 17, 38-42,63",NA,TRB,NA,TRB,NA
b,C0515,P-1313-00099; ADC-31395; ADC-15491,-716209,-1050037,KO,Tismice-západní hranice katastru,NA,2,FALSE,284,Vávra 2011,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0516,JV-1393,-714231,-1050263,KO,Tismice-Za školou,Husánek,3,NA,260,"Rulf J. 1983: PA 74, 85",NA,SBK,NA,SBK,NA
b,C0518,ADC-31402,-644087,-1069242,CR,Topol-Na hradě,Hradiště,1,FALSE,286,"Vokolek, Zápotocký 2009",ohrazení,LgK,LgK II,LgK,LgK II
b,C0519,P-1342-00465,-643862,-1069476,CR,Topol-Na skále,NA,2,TRUE,284,"Vokolek, Zápotocký 2009",NA,LgK,LgK II,LgK,LgK II
b,C0520,PB-1259,-649411,-1058701,PA,Trnová-,písečná duna u trati,2,NA,217,"Böhm J. 1927: Pardubicko v době předhistorické, IN. Věstník Musejního spolku v Pardubicích, 1926, 3-6",NA,SBK,SBK Late,SBK,SBK Late
b,C0521,P-1313-00004; ADC-15536,-705021,-1044738,NB,Třebestovice-Na struhách,NA,2,FALSE,198,"Čtverák, Rulf 1989; Vávra 2011; Zápotocký 2016",NA,SBK,NA,SBK,NA
b,C0521,P-1313-00004; ADC-15536,-705021,-1044738,NB,Třebestovice-Na struhách,NA,2,FALSE,198,"Čtverák, Rulf 1989; Vávra 2011; Zápotocký 2016",NA,LgK,NA,LgK,NA
b,C0521,P-1313-00004; ADC-15536,-705021,-1044738,NB,Třebestovice-Na struhách,NA,2,FALSE,198,"Čtverák, Rulf 1989; Vávra 2011; Zápotocký 2016",NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0522,AN/NB – 1325,-703210,-1043869,NB,Třebestovice- U bažantnic,NA,2,NA,190,"Stocký A. 1926: Pravěk země české I. Věk kamenný., 179",NA,TRB,NA,TRB,NA
b,C0523,P-1341-00110; KH-MA-1071,-679490,-1069199,KH,Třebešice-,NA,2,NA,222,NA,NA,SBK,NA,SBK,NA
b,C0523,P-1341-00110; KH-MA-1071,-679490,-1069199,KH,Třebešice-,NA,2,NA,222,NA,NA,LgK,NA,LgK,NA
b,C0524,P-1321-00023,-651711,-1026929,JC,Třebnouševes-Na střebovským,NA,2,TRUE,278,"Kalferst J., Boček J. 1987: BZO 1984-85, 213",NA,SBK,NA,SBK,NA
b,C0525,P-1342-00653; P-1342-00642,-650592,-1065239,PA,Třebosice-Kamenec,NA,2,FALSE,237,AMČR,NA,LgK,LgK II,LgK,LgK II
b,C0526,P-1342-00045,-650731,-1065664,PA,Třebosice-Hlinecké,NA,2,FALSE,240,"Vokolek V. 1987: BZO 1984-85, 214",NA,SBK,SBK Late,SBK,SBK Late
b,C0527,PD-JC-7006,-648037,-1026131,JC,Třebovětice-V Blatečkách,Nad Blatečky,2,TRUE,300,"Vích,D. - Vokolek,V. 1997: Nálezy získané do sbírek AO MVČ v letech 1996-97,   Zpravodaj MVČ 23, 3-27.",NA,SBK,NA,SBK,NA
b,C0528,PD-JC-1219,-648629,-1027138,JC,Třebovětice-Na průhonku,NA,2,TRUE,276,BZO 1970,NA,SBK,NA,SBK,NA
b,C0529,PD-JC-1220,-648453,-1026233,JC,Třebovětice-Za rašovkami,NA,2,TRUE,284,"BZO 1970, 251a",NA,SBK,NA,SBK,NA
b,C0530,ADC-16137,-705585,-1054290,KO,Třebovle-U Sázavského dvora,U Broučkova za dvorem,2,FALSE,264,"Zápotocká 1998, 220",NA,SBK,SBK Late,SBK,SBK Late
b,C0531,NA,-650775,-1068723,CR,Třibřichy-býv. Cihelna,NA,2,FALSE,260,Vávra 1981,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0532,NA,-712501,-1051405,KO,Tuchoraz-Na Pařezu,NA,1,FALSE,272,Lutovský a kol. 2017,NA,SBK,SBK Late,SBK,SBK Late
b,C0533,P-1331-00127,-712453,-1052550,KO,Tuchoraz-Na Vápeníkovým,NA,2,FALSE,300,BZO 1998,NA,SBK,NA,SBK,NA
b,C0534,ADC-16114,-712889,-1051762,KO,Tuchoraz-JZD,Panské stodoly,2,FALSE,282,"BZO 1978-79; Vávra 2011; Archiv M. Zápotocké, Kutná Hora",NA,SBK,SBK Late,SBK,SBK Late
b,C0534,ADC-16114,-712889,-1051762,KO,Tuchoraz-JZD,Panské stodoly,2,FALSE,282,"BZO 1978-79; Vávra 2011; Archiv M. Zápotocké, Kutná Hora",NA,LgK,LgK II,LgK,LgK II
b,C0534,ADC-16114,-712889,-1051762,KO,Tuchoraz-JZD,Panské stodoly,2,FALSE,282,"BZO 1978-79; Vávra 2011; Archiv M. Zápotocké, Kutná Hora",NA,TRB,NA,TRB,NA
b,C0535,P-1342-00017,-642884,-1068495,CR,Tuněchody-u žst.,NA,2,FALSE,240,BZO 1982-83; Vokolek V. 1983: Zpravodaj KMVČ X; Vokolek V. 1979: Zpravodaj   KMVČ VI,NA,SBK,NA,SBK,NA
b,C0536,ADC-17236; P-1342-00627,-642677,-1068010,CR,Tuněchody-cihelna,i k.ú. Úhřetice,2,FALSE,234,"Kovárník, Tichý 2009-2010",NA,SBK,NA,SBK,NA
b,C0536,ADC-17236; P-1342-00627,-642677,-1068010,CR,Tuněchody-cihelna,i k.ú. Úhřetice,2,FALSE,234,"Kovárník, Tichý 2009-2010",NA,LgK,LgK II,LgK,LgK II
b,C0536,ADC-17236; P-1342-00627,-642677,-1068010,CR,Tuněchody-cihelna,i k.ú. Úhřetice,2,FALSE,234,"Kovárník, Tichý 2009-2010",NA,TRB,NA,TRB,NA
b,C0536,ADC-17236; P-1342-00627,-642677,-1068010,CR,Tuněchody-cihelna,i k.ú. Úhřetice,2,FALSE,234,"Kovárník, Tichý 2009-2010",NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0537,P-1342-00667,-643377,-1066078,CR,Tuněchody-Ruzkovské pole,NA,2,NA,238,NA,NA,SBK,NA,SBK,NA
b,C0538,ADC-16983,-675625,-1074714,KH,Tupadly u Čáslavi-,NA,2,TRUE,270,"BZO 1976-7, 34; BZO 1976-77;",NA,TRB,NA,TRB,NA
b,C0539,SM-10161,-684112,-995292,TU,Turnov-Maškovy zahrady,NA,1,FALSE,250,Šída 2007,NA,SBK,SBK Late,SBK,SBK Late
b,C0540,P-1342-00393,-642085,-1067448,CR,Úhřetice-,NA,2,TRUE,240,BZO 2007,NA,SBK,NA,SBK,NA
b,C0541,NA,-641407.17,-1068579.07,CR,Úhřetice-,NA,2,NA,248,NA,NA,SBK,SBK Early,SBK,SBK Early
b,C0542,P-1342-00395; P-1342-00395; P-1342-00139; P-1342-00140;,-641805.46,-1067983.28,CR,Úhřetice-Kopistova a Slavíkova cihelna,NA,2,FALSE,246,"Doležel 2012; Zápotocký 2000b; Vokolek, Zápotocký 2009; Zápotocký 2011",NA,SBK,SBK Late,SBK,SBK Late
b,C0542,P-1342-00395; P-1342-00395; P-1342-00139; P-1342-00140;,-641805.46,-1067983.28,CR,Úhřetice-Kopistova a Slavíkova cihelna,NA,2,FALSE,246,"Doležel 2012; Zápotocký 2000b; Vokolek, Zápotocký 2009; Zápotocký 2011",NA,LgK,LgK II,LgK,LgK II
b,C0542,P-1342-00395; P-1342-00395; P-1342-00139; P-1342-00140;,-641805.46,-1067983.28,CR,Úhřetice-Kopistova a Slavíkova cihelna,NA,2,FALSE,246,"Doležel 2012; Zápotocký 2000b; Vokolek, Zápotocký 2009; Zápotocký 2011",NA,TRB,TRB Baalberg,TRB,TRB Baalberg
b,C0542,P-1342-00395; P-1342-00395; P-1342-00139; P-1342-00140;,-641805.46,-1067983.28,CR,Úhřetice-Kopistova a Slavíkova cihelna,NA,2,FALSE,246,"Doležel 2012; Zápotocký 2000b; Vokolek, Zápotocký 2009; Zápotocký 2011",NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0543,PB-1122,-641594,-1066655,PA,Úhřetická Lhota-,Hrana srázu nad říčkou Novohradkou,2,TRUE,230,"Vokolek, Zápotocký 2009; Vávra 1981",NA,LgK,LgK II,LgK,LgK II
b,C0544,AA1500,-727301,-1045470,A9,Újezd nad Lesy-Blatov,NA,2,FALSE,248,"Axamit J. 1930: PA XXXVII, 188; Lüning J. 1976: Fundamenta A-3,T.Vb, 176; Neustupný   E. 1969; Vávra 1981",NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0545,JM-DN-7020,-640702,-1069313,CR,Vejvanovice-Na červené hůrce,NA,2,TRUE,250,NA,NA,SBK,SBK Late,SBK,SBK Late
b,C0546,P-1321-00151; P-1321-00106,-667739,-1026700,JC,Velešice-,NA,2,TRUE,260,BZO 1999; Ulrychová E. 1999: ASČ 3,NA,SBK,NA,SBK,NA
b,C0547,NA,-639288,-1026323,"NA",Velichovky-Pod kopcem,NA,3,NA,278,"archiv M. Zápotocké, Kutná Hora",NA,SBK,NA,SBK,NA
b,C0548,NA,-693649,-1052286,KO,Velim-K sídlišti,NA,2,FALSE,200,BZO 2002,NA,LgK,NA,LgK,NA
b,C0548,NA,-693649,-1052286,KO,Velim-K sídlišti,NA,2,FALSE,200,BZO 2002,NA,TRB,NA,TRB,NA
b,C0549,P-1314-00263,-692780,-1051543,KO,Velim-Dolní Nouzov,NA,2,FALSE,196,"Vávra M., Šťastný D. 2004: Nové neolitické sídliště ve Velimi, Otázky neolitu a eneolitu, 103 - 107",NA,SBK,NA,SBK,NA
b,C0550,ADC-15703,-693247,-1051865,KO,Velim-cukrovar,Karbusického pole,1,FALSE,196,"Rulf J. 1983: PA 74, 86; Dvořák F.: Kolinsko 1936, str.150",NA,SBK,NA,SBK,NA
b,C0550,ADC-15703,-693247,-1051865,KO,Velim-cukrovar,Karbusického pole,1,FALSE,196,"Rulf J. 1983: PA 74, 86; Dvořák F.: Kolinsko 1936, str.150",NA,TRB,NA,TRB,NA
b,C0551,P-0334-00152,-675145,-1015910,JC,Veliš u Jičína-,NA,2,TRUE,318,AMČR,KGA?,SBK,NA,SBK,NA
b,C0552,AN/NB – 1330,-694573,-1039633,NB,Velké Zboží-pískovna,NA,2,NA,186,AMČR,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0554,P-0334-00250,-685794,-1006654,JC,Vesec u Sobotky-U křížku,NA,2,TRUE,290,BZO 2003,NA,SBK,NA,SBK,NA
b,C0555,ADC-31501,-686890,-1006341,JC,Vesec u Sobotky-Poráň,NA,2,TRUE,308,"BZO 1999; Bubeník J. 1988: K časně slovanským nalezištím v exponovaných polohách na území Čech, Památky archeologické 79, 183-198",NA,SBK,NA,SBK,NA
b,C0556,AN/NB – 1334,-689915,-1033964,NB,Vestec nad Mrlinou-Hliňák,NA,2,NA,190,"Stocký A. 1926: Pravěk země české I. Věk kamenný., 180",NA,TRB,NA,TRB,NA
b,C0557,P-1342-00079,-645235,-1068131,CR,Vestec u Chrudimi-,NA,2,TRUE,246,"Zpravodaj KMVČ XIV/1, 25; Vokolek V. 1989: BZO 1986-87, 213",NA,SBK,SBK Late,SBK,SBK Late
b,C0557,P-1342-00079,-645235,-1068131,CR,Vestec u Chrudimi-,NA,2,TRUE,246,"Zpravodaj KMVČ XIV/1, 25; Vokolek V. 1989: BZO 1986-87, 213",NA,TRB,NA,TRB,NA
b,C0558,NA-JT-7063,-636183,-1025067,"NA",Vestec u Jaroměře-,NA,2,TRUE,284,BZO 1982-83; Vokolek V. 1983: Zpravodaj KMVČ X,NA,SBK,SBK Late,SBK,SBK Late
b,C0559,P-1322-00076,-636463,-1024014,"NA",Vestec u Jaroměře-Amerika,NA,2,TRUE,320,"Kalferst J. 1987: BZO 1984-85, 223-224",NA,SBK,SBK Late,SBK,SBK Late
b,C0560,AN – 1099,-743968,-1031074,PH,Větrušice u Klecan-Mezi cestami,NA,3,FALSE,280,"PA XXXII(1921),238; Vávra 1981",NA,LgK,LgK II,LgK,LgK II
b,C0561,P-1341-00104,-669266,-1071943,KH,Vinaře-Před Drbohlavem,NA,2,TRUE,228,BZO 2008,NA,SBK,NA,SBK,NA
b,C0561,P-1341-00104,-669266,-1071943,KH,Vinaře-Před Drbohlavem,NA,2,TRUE,228,BZO 2008,NA,LgK,NA,LgK,NA
b,C0562,NA,-701759,-1015034,MB,Vinařice u Dobrovice-Na kroužku,NA,2,TRUE,355,Doležel 2012,J. Doležel uvádí k.ú. Chloumek,TRB,NA,TRB,NA
b,C0563,ADC-11760; ADC-11773; ADC-11769; P-1224-00077,-730967,-1038244,A9,Vinoř-Bohdanečská ul.,NA,1,FALSE,250,Kostka 2018,NA,SBK,NA,SBK,NA
b,C0563,ADC-11760; ADC-11773; ADC-11769; P-1224-00077,-730967,-1038244,A9,Vinoř-Bohdanečská ul.,NA,1,FALSE,250,Kostka 2018,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0564,P-1224-00992; P-1224-00222; P-1224-00213; ADC-11789,-730350,-1038912,A9,Vinoř-Kamenný stůl,NA,2,TRUE,254,Turek et al. 1998,NA,LgK,LgK II,LgK,LgK II
b,C0564,P-1224-00992; P-1224-00222; P-1224-00213; ADC-11789,-730350,-1038912,A9,Vinoř-Kamenný stůl,NA,2,TRUE,254,Turek et al. 1998,NA,TRB,TRB Baalberg,TRB,TRB Baalberg
b,C0564,P-1224-00992; P-1224-00222; P-1224-00213; ADC-11789,-730350,-1038912,A9,Vinoř-Kamenný stůl,NA,2,TRUE,254,Turek et al. 1998,NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0565,NA,-730308,-1038211,A9,Vinoř-V Obůrkách,NA,2,FALSE,238,Kytlicová 1957,rondel,SBK,SBK Late,SBK,SBK Late
b,C0566,NA,-730714,-1038182,A9,Vinoř-hřbitov,NA,1,FALSE,246,"Kytlicová 1957; Archiv M. Zápotocké, Kutná Hora",NA,SBK,SBK Late,SBK,SBK Late
b,C0567,ADC-11773; P-1224-00150,-731239,-1038810,A9,Vinoř-Mladoboleskavská,za býv. cihelnou,2,FALSE,258,Lutovský et al. 2005,NA,SBK,SBK Late,SBK,SBK Late
b,C0567,ADC-11773; P-1224-00150,-731239,-1038810,A9,Vinoř-Mladoboleskavská,za býv. cihelnou,2,FALSE,258,Lutovský et al. 2005,NA,TRB,NA,TRB,NA
b,C0567,ADC-11773; P-1224-00150,-731239,-1038810,A9,Vinoř-Mladoboleskavská,za býv. cihelnou,2,FALSE,258,Lutovský et al. 2005,NA,ENE,NA,Early Ene.,NA
b,C0568,P-1224-01413,-730029,-1037420,A9,Vinoř-U cukrovaru,NA,2,FALSE,238,AMČR,NA,SBK,NA,SBK,NA
b,C0569,MK-2017-002,-730173,-1037830,A9,Vinoř-Lohenická,NA,2,FALSE,232,AMČR,NA,TRB,NA,TRB,NA
b,C0570,NA,-729835,-1037720,A9,Vinoř-Štěpánovská,NA,2,FALSE,226,"Lutovský et al. 2005, 312",NA,TRB,TRB Boleraz/Saalzm,TRB,TRB Boleraz/Saalzmund
b,C0571,P-1331-00119,-708698,-1054860,KO,Vitice-K Močedníku,i k.ú. Chotýš,3,FALSE,306,"Mazač, Tvrdík 1998",NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0572,P-1331-00010,-709367,-1054153,KO,Vitice-K Synči,NA,2,TRUE,302,BZO 1984-85,NA,SBK,NA,SBK,NA
b,C0573,P-0343-00239; P-0343-00049,-670461,-1018364,JC,Vitiněves-,NA,2,TRUE,270,BZO 1972,KGA,SBK,NA,SBK,NA
b,C0574,P-0343-00294,-670797,-1017794,JC,Vitiněves-,NA,2,TRUE,258,"BZO 2007; Vencl S. 1975: Hromadné nálezy neolitické broušené   industrie z Čech, PA 66/1, 12-73 (44-49).",NA,SBK,NA,SBK,NA
b,C0575,P-1342-00436,-645309,-1073199,CR,Vlčnov u Chrudimi-U Presů,NA,3,FALSE,274,BZO 2007,NA,SBK,NA,SBK,NA
b,C0576,P-1321-00255,-668526,-1023405,JC,Vlhošť-,NA,2,FALSE,250,BZO 2008,NA,SBK,SBK Early,SBK,SBK Early
b,C0578,AN – 1100,-742703,-1029924,PH,Vodochody u Prahy-,NA,3,NA,246,"Tomek O. 1971: Zpravodaj středočeské vlastivědy a kronikářství III, 55-56; ARÚ Praha",NA,SBK,NA,SBK,NA
b,C0578,AN – 1100,-742703,-1029924,PH,Vodochody u Prahy-,NA,3,NA,246,"Tomek O. 1971: Zpravodaj středočeské vlastivědy a kronikářství III, 55-56; ARÚ Praha",NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0579,PD-JC-7005,-648337,-1025652,JC,Votuz-Třešňovka,i k.ú. Jeřice,2,TRUE,316,BZO 1982-83,NA,SBK,NA,SBK,NA
b,C0580,ADC-15547,-704635,-1052521,KO,Vrbčany-Cihelna na Kubšovce,NA,2,NA,252,"Dvořák F.: 1936,26,152; Novotný B.: 1948,II,37; Rulf J. 1983: PA 74; Vávra M.: 1981",NA,SBK,NA,SBK,NA
b,C0581,JV-1428,-702834,-1051827,KO,Vrbčany-Na křemencích,NA,3,FALSE,242,"Dvořák F.: Kolinsko 1936, str.152; on-line katalog NM; Vokolek 2007",NA,TRB,TRB Boleraz/Saalzm,TRB,TRB Boleraz/Saalzmund
b,C0582,P-1312-00019,-675612,-1025942,JC,Vršce-,NA,2,TRUE,264,BZO 1996-97,NA,SBK,NA,SBK,NA
b,C0583,AA7006,-740700,-1045959,A10,Vršovice-bývalá Rennerova pískovna,NA,2,NA,206,"Filip J. 1949: Praha pravěká (obr. 64); Filip J. 1956: Keltové ve střední Evropě  (tab.CXVIII:6,7), Praha; Píč J.L.: PA XV,743.",NA,SBK,NA,SBK,NA
b,C0583,AA7006,-740700,-1045959,A10,Vršovice-bývalá Rennerova pískovna,NA,2,NA,206,"Filip J. 1949: Praha pravěká (obr. 64); Filip J. 1956: Keltové ve střední Evropě  (tab.CXVIII:6,7), Praha; Píč J.L.: PA XV,743.",NA,TRB,NA,TRB,NA
b,C0583,AA7006,-740700,-1045959,A10,Vršovice-bývalá Rennerova pískovna,NA,2,NA,206,"Filip J. 1949: Praha pravěká (obr. 64); Filip J. 1956: Keltové ve střední Evropě  (tab.CXVIII:6,7), Praha; Píč J.L.: PA XV,743.",NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0584,NA,-736822,-1041151,A9,Vysočany-býv. pískovna,Zbuzkova ul.,3,NA,206,Lutovský et al. 2005,NA,TRB,NA,TRB,NA
b,C0585,P-1431-00048; DV1056,-619589,-1073945,UO,Vysoké Mýto-Na Krétě,NA,1,FALSE,282,"Doležel 2012; BZO 2001; Beková M. 2001: Zpravodaj MVČ 27, 9-14; Vích D. 1999: Nepublikovaná DP na VŠP Hradec Králové; Vích D. - Vokolek V. 1997: Nálezy získané do sbírek AO MVČ v letech 1996-97, Zpravodaj MVČ 23, 3-27; Vích D. - Vokolek V. 1997: Nálezy získané do sbírek AO MVČ v letech 1996-97, Zpravodaj MVČ 23, 3-27.",NA,TRB,NA,TRB,NA
b,C0585,P-1431-00048; DV1056,-619589,-1073945,UO,Vysoké Mýto-Na Krétě,NA,1,FALSE,282,"Doležel 2012; BZO 2001; Beková M. 2001: Zpravodaj MVČ 27, 9-14; Vích D. 1999: Nepublikovaná DP na VŠP Hradec Králové; Vích D. - Vokolek V. 1997: Nálezy získané do sbírek AO MVČ v letech 1996-97, Zpravodaj MVČ 23, 3-27; Vích D. - Vokolek V. 1997: Nálezy získané do sbírek AO MVČ v letech 1996-97, Zpravodaj MVČ 23, 3-27.",NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0586,P-1431-00169,-620259,-1073802,UO,Vysoké Mýto-Průhony,Vřesová ul.,1,FALSE,284,"Vích D. - Soukup B. M. 2008: Doklad staroeneolitického sídliště ve Vysokém Mýtě-Průhonech (okr. Ústí nad Orlicí), Archeologie ve středních	Čechách 12/1, 107-112.",NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0587,P-1313-00825,-717329,-1042673,PH,Vyšehořovice-,NA,1,FALSE,244,"BZO 2004; Špaček J. 2003: Středočeský vlastivědný sborník 21, 227",NA,LgK,NA,LgK,NA
b,C0587,P-1313-00825,-717329,-1042673,PH,Vyšehořovice-,NA,1,FALSE,244,"BZO 2004; Špaček J. 2003: Středočeský vlastivědný sborník 21, 227",NA,ENE,ENE Proto,Early Ene.,Proto Ene.
b,C0588,P-1313-00510,-718667,-1043813,PH,Vyšehořovice-lupkové doly,NA,2,FALSE,240,AMČR,NA,ENE,NA,Early Ene.,NA
b,C0589,P-1224-01376,-736817,-1047698,A,Záběhlice-Práčská ul.,i k.ú. Hostivař,2,FALSE,230,"BZO 2004; Fridrichová M., Fridrich J., Havel J., Kovařík P. 1995: Praha v pravěku, 10,88,118, ad.; Hrala J. 1983: Eneolitické, knovízské a laténské nálezy z Prahy 10, ArchPrag 4, 169-170",NA,SBK,NA,SBK,NA
